Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Theta9,Theta10,Theta11,Theta12,Theta13,Theta14,Theta15,Theta16,Theta17,Theta18,Theta19,Theta20,Theta21,Theta22,Theta23,Theta24,Theta25,Theta26,Theta27,Theta28,Theta29,Theta30,Theta31,Theta32,Theta33,Theta34,Theta35,Theta36,Theta37,Theta38,Theta39,Theta40,Theta41,Theta42,Theta43,Theta44,Theta45,Theta46,Theta47,Theta48,Theta49,Theta50,Theta51,Theta52,Theta53,Theta54,Theta55,Theta56,Theta57,Theta58,Theta59,Theta60,Theta61,Theta62,Theta63,Theta64,Theta65,Theta66,Theta67,Theta68,Theta69,Theta70
82.412,82.410,82.409,82.407,82.405,82.403,82.401,82.400,82.398,82.396,82.394,82.392,82.390,82.389,82.387,82.385,82.383,82.381,82.379,82.378,82.376,82.374,82.372,82.371,82.369,82.367,82.366,82.364,82.363,82.361,82.359,82.358,82.356,82.355,82.354,82.352,82.351,82.350,82.348,82.347,82.346,82.345,82.344,82.343,82.342,82.341,82.340,82.339,82.339,82.338,82.337,82.337,82.336,82.336,82.335,82.335,82.334,82.334,82.334,82.334,82.334,82.334,82.334,82.334,82.334,82.334,82.334,82.334,82.335,82.335
-73.004,-72.920,-72.838,-72.756,-72.676,-72.597,-72.521,-72.447,-72.375,-72.306,-72.240,-72.177,-72.118,-72.062,-72.011,-71.963,-71.919,-71.880,-71.846,-71.816,-71.791,-71.771,-71.756,-71.746,-71.742,-71.742,-71.747,-71.758,-71.774,-71.794,-71.820,-71.850,-71.886,-71.925,-71.969,-72.018,-72.070,-72.126,-72.186,-72.249,-72.316,-72.385,-72.457,-72.532,-72.609,-72.687,-72.768,-72.850,-72.933,-73.017,-73.101,-73.186,-73.272,-73.357,-73.442,-73.527,-73.611,-73.694,-73.776,-73.857,-73.937,-74.015,-74.091,-74.166,-74.238,-74.309,-74.377,-74.442,-74.505,-74.566
-77.468,-77.452,-77.437,-77.423,-77.411,-77.400,-77.391,-77.384,-77.378,-77.373,-77.371,-77.370,-77.370,-77.372,-77.376,-77.381,-77.388,-77.397,-77.407,-77.418,-77.431,-77.446,-77.461,-77.479,-77.497,-77.517,-77.539,-77.561,-77.585,-77.609,-77.635,-77.662,-77.689,-77.718,-77.747,-77.777,-77.808,-77.839,-77.871,-77.903,-77.936,-77.969,-78.002,-78.036,-78.070,-78.103,-78.137,-78.171,-78.205,-78.238,-78.272,-78.305,-78.338,-78.370,-78.402,-78.434,-78.465,-78.495,-78.525,-78.554,-78.583,-78.611,-78.638,-78.664,-78.689,-78.713,-78.737,-78.759,-78.781,-78.802
-0.436,-0.702,-1.048,-1.472,-1.969,-2.536,-3.168,-3.860,-4.606,-5.399,-6.233,-7.100,-7.993,-8.904,-9.826,-10.750,-11.669,-12.575,-13.461,-14.320,-15.145,-15.931,-16.672,-17.363,-17.999,-18.576,-19.091,-19.541,-19.923,-20.236,-20.478,-20.647,-20.742,-20.764,-20.711,-20.585,-20.386,-20.115,-19.773,-19.362,-18.885,-18.343,-17.741,-17.082,-16.370,-15.610,-14.807,-13.966,-13.095,-12.200,-11.288,-10.366,-9.442,-8.524,-7.619,-6.736,-5.882,-5.064,-4.290,-3.565,-2.898,-2.292,-1.753,-1.286,-0.895,-0.581,-0.349,-0.200,-0.135,-0.154
-41.057,-42.248,-43.408,-44.533,-45.622,-46.672,-47.682,-48.652,-49.580,-50.466,-51.310,-52.112,-52.873,-53.593,-54.273,-54.914,-55.516,-56.079,-56.606,-57.097,-57.553,-57.974,-58.362,-58.717,-59.039,-59.331,-59.592,-59.822,-60.023,-60.195,-60.338,-60.453,-60.539,-60.598,-60.629,-60.632,-60.607,-60.554,-60.474,-60.365,-60.228,-60.063,-59.868,-59.644,-59.390,-59.105,-58.789,-58.441,-58.061,-57.647,-57.199,-56.716,-56.197,-55.641,-55.047,-54.415,-53.744,-53.033,-52.280,-51.487,-50.652,-49.775,-48.856,-47.896,-46.894,-45.852,-44.772,-43.654,-42.502,-41.317
31.755,31.392,30.936,30.391,29.761,29.052,28.271,27.427,26.528,25.586,24.611,23.619,22.621,21.634,20.672,19.749,18.882,18.085,17.370,16.751,16.237,15.838,15.560,15.408,15.386,15.493,15.727,16.085,16.560,17.144,17.827,18.597,19.441,20.346,21.296,22.276,23.272,24.268,25.250,26.205,27.120,27.985,28.789,29.523,30.181,30.757,31.244,31.640,31.940,32.143,32.248,32.253,32.158,31.964,31.673,31.287,30.808,30.241,29.591,28.863,28.066,27.206,26.296,25.344,24.364,23.369,22.373,21.390,20.436,19.527
3.780,3.831,3.875,3.915,3.949,3.978,4.001,4.019,4.032,4.039,4.041,4.037,4.028,4.014,3.994,3.969,3.939,3.903,3.862,3.815,3.763,3.706,3.644,3.576,3.503,3.425,3.342,3.253,3.160,3.061,2.957,2.848,2.734,2.615,2.491,2.362,2.229,2.090,1.947,1.799,1.646,1.489,1.327,1.160,0.990,0.814,0.635,0.451,0.263,0.070,-0.126,-0.326,-0.531,-0.739,-0.951,-1.166,-1.385,-1.608,-1.834,-2.064,-2.297,-2.533,-2.772,-3.015,-3.260,-3.508,-3.758,-4.012,-4.267,-4.526
32.452,32.288,32.124,31.959,31.793,31.626,31.459,31.291,31.122,30.954,30.784,30.615,30.445,30.276,30.106,29.936,29.767,29.598,29.429,29.260,29.092,28.924,28.758,28.592,28.426,28.262,28.098,27.936,27.775,27.615,27.457,27.300,27.144,26.990,26.838,26.687,26.539,26.392,26.248,26.105,25.965,25.827,25.691,25.558,25.427,25.299,25.174,25.051,24.931,24.814,24.700,24.589,24.481,24.376,24.275,24.177,24.082,23.990,23.902,23.818,23.737,23.660,23.586,23.516,23.450,23.387,23.329,23.274,23.223,23.176
24.650,25.661,26.678,27.693,28.699,29.688,30.654,31.590,32.491,33.353,34.172,34.942,35.662,36.329,36.941,37.495,37.991,38.427,38.803,39.117,39.369,39.558,39.686,39.750,39.752,39.691,39.567,39.381,39.133,38.822,38.450,38.018,37.525,36.974,36.366,35.702,34.985,34.217,33.402,32.542,31.643,30.708,29.744,28.757,27.752,26.737,25.719,24.708,23.710,22.734,21.790,20.884,20.027,19.226,18.487,17.820,17.229,16.720,16.299,15.970,15.734,15.596,15.556,15.615,15.771,16.024,16.371,16.809,17.333,17.939
-4.988,-4.501,-3.965,-3.383,-2.755,-2.086,-1.377,-0.632,0.147,0.956,1.792,2.651,3.529,4.422,5.327,6.239,7.154,8.069,8.978,9.879,10.767,11.639,12.491,13.320,14.122,14.896,15.637,16.344,17.015,17.647,18.238,18.787,19.292,19.753,20.167,20.535,20.855,21.126,21.349,21.522,21.645,21.719,21.742,21.716,21.639,21.512,21.336,21.110,20.836,20.513,20.142,19.725,19.262,18.753,18.202,17.608,16.974,16.301,15.592,14.848,14.073,13.268,12.438,11.585,10.712,9.823,8.921,8.011,7.097,6.182
