Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Theta9,Theta10,Theta11,Theta12,Theta13,Theta14,Theta15,Theta16,Theta17,Theta18,Theta19,Theta20,Theta21,Theta22,Theta23,Theta24,Theta25,Theta26,Theta27,Theta28,Theta29,Theta30,Theta31,Theta32,Theta33,Theta34,Theta35,Theta36,Theta37,Theta38,Theta39,Theta40,Theta41,Theta42,Theta43,Theta44,Theta45,Theta46,Theta47,Theta48,Theta49,Theta50,Theta51,Theta52,Theta53,Theta54,Theta55,Theta56,Theta57,Theta58,Theta59,Theta60,Theta61,Theta62,Theta63,Theta64,Theta65,Theta66,Theta67,Theta68,Theta69,Theta70
49.49506181679492,48.86388783567039,48.132508610770586,47.305311454777396,46.38829747703285,45.389422717454885,44.318924697251745,43.18959880176715,42.016981895418134,40.8193973884214,39.61781904400403,38.43552189214319,37.2975078949469,36.22971944029655,35.25808104537959,34.40743329168186,33.700437926060516,33.15653647381358,32.7910371293079,32.6143895388175,32.63168909656739,32.84243552695814,33.240556572075675,33.814695761513626,34.54875117068451,35.42263759637582,36.413227322983936,37.49540682667901,38.643172624533776,39.830683667086035,41.03319318898963,42.227799684917855,43.39398137852759,44.513905912551415,45.572531581797854,46.55753433258973,47.45910433556159,48.26965773772358,48.983505156112585,49.59651103151052,50.105769344112694,50.50931303227423,50.80586769590123,50.99465517356066,51.075249320458795,51.047484515394025,50.91141671679649,50.66733687010607,50.315836742739236,49.85792743658303,49.29521050672557,48.63010039752527,47.866094400746164,47.008082214294,46.06268126573152,45.03857640879819,43.94683404653794,42.80115247273917,41.618004216970895,40.41662483483714,39.21880819727128,38.04848223511001,36.93106078081694,35.89259377579093,34.95876482350146,34.15380627158446,33.49941322477966,33.01373740081545,32.7105311402758,32.59849524859689
-63.517361352271216,-63.62565019537977,-63.71766768511494,-63.79245942317844,-63.849265891714914,-63.88751989408694,-63.90684416893099,-63.90704957340307,-63.88813410220019,-63.85028287690686,-63.79386910709703,-63.71945589148947,-63.62779859538242,-63.51984741118789,-63.39674958481777,-63.25985067609225,-63.11069412217262,-62.95101829705369,-62.78275021684751,-62.6079950405517,-62.429020570035554,-62.24823607078745,-62.06816492345473,-61.891410877617595,-61.720618009347234,-61.55842487074966,-61.40741374209593,-61.27005632621176,-61.148657624878396,-61.0453000688766,-60.961790198459084,-60.899610276533075,-60.85987714023281,-60.84331034999231,-60.85021128785476,-60.880454315050194,-60.93349046447194,-61.00836346900453,-61.10373726887243,-61.21793355546583,-61.34897744218085,-61.49464903780813,-61.652538551323765,-61.82010257754907,-61.994719384202405,-62.17374131319611,-62.35454278580256,-62.53456282303566,-62.711341421697725,-62.882549530948786,-63.04601272964226,-63.1997289953499,-63.34188117461798,-63.47084491034054,-63.585192861417454,-63.68369607084878,-63.76532331163276,-63.82923917611163,-63.874801583761474,-63.90155927337302,-63.9092497248142,-63.89779782796175,-63.867315485172256,-63.81810220081961,-63.75064657818431,-63.66562851134346,-63.56392172901323,-63.44659622073727,-63.314919956920505,-63.1703592081886
-25.12344608122966,-25.188135720990182,-25.375447333581466,-25.68296470505922,-26.106730776747508,-26.64131505597462,-27.279909840439196,-28.014456246440265,-28.835799975234714,-29.733875057290273,-30.697911675992902,-31.71666189956272,-32.77863511364032,-33.872333508770154,-34.986477413614885,-36.11021070859794,-37.23327796629287,-38.346167144937496,-39.44021429827067,-40.5076695027185,-41.54172571181144,-42.53651427753097,-43.48707228731889,-44.38928762170983,-45.23982779911901,-46.036058358642315,-46.775955882806564,-47.45801992316859,-48.08118718602468,-48.6447504575955,-49.14828396104595,-49.59157617663924,-49.97457063393902,-50.29731479817466,-50.55991690875829,-50.7625104685873,-50.90522600878074,-50.98816974620448,-51.01140879378587,-50.974962661784126,-50.878800889671695,-50.722846762648246,-50.50698718469156,-50.23108889240016,-49.89502129116185,-49.498686266612935,-49.04205535727366,-48.525214653717335,-47.94841769841573,-47.31214647952767,-46.61718032205983,-45.86467206388155,-45.05623035081783,-44.19400619433901,-43.28078112432203,-42.32005337881078,-41.316117672573945,-40.274133277747566,-39.20017456194537,-38.101257907188966,-36.985339217594884,-35.8612771221433,-34.73875853166257,-33.62818536118451,-32.54052381332835,-31.487120364181955,-30.479491159148683,-29.529093560151725,-28.647089795174864,-27.844112879395954
14.66886818085262,13.778906889306125,12.926779050707582,12.121761558902708,11.372682809164855,10.687790335009675,10.074633769500394,9.539965179244046,9.089657397443904,8.728639738590804,8.460849543688587,8.289197460235961,8.215544228051057,8.240686991470719,8.364353719984758,8.585205092771353,8.900844069604839,9.307834205483998,9.801728445869841,10.377110553147538,11.0276513762414,11.746181833422364,12.524783729478143,13.354898423607652,14.22745201062111,15.1329942298272,16.061846956802928,17.004257048189903,17.950547654667787,18.891261991227033,19.817293980699763,20.72000111159516,21.59129615334826,22.42371588723881,23.210466563017096,23.945447219583514,24.62325319094872,25.23916298367813,25.789112236745694,26.269658679080766,26.677941933367123,27.011641741290152,27.26893777231263,27.448473684971532,27.549327583494943,27.570990484832908,27.513353898670953,27.37670712967136,27.161744431786236,26.869581668370426,26.501781647195866,26.060386797614413,25.5479573365114,24.96761253974441,24.323072219739615,23.618695046446767,22.85950999114327,22.051236984580527,21.200292929857365,20.31377955546909,19.3994502729194,18.465654218200932,17.521256962789266,16.575538881931735,15.638073724603222,14.718591369783947,13.826829903123915,12.972382858513425,12.164547647188675,11.412180823204467
-43.59433704246674,-43.52099963154599,-43.447555570402585,-43.37443476333402,-43.30206832189202,-43.23088595115076,-43.16131327317525,-43.09376910677631,-43.02866272456312,-42.96639111000745,-42.90733623866106,-42.851862408774096,-42.800313647301685,-42.75301121762414,-42.71025125521662,-42.67230255696799,-42.63940454886132,-42.611765455291646,-42.589560691428495,-42.57293149775521,-42.561983833273196,-42.55678754089228,-42.55737579529404,-42.56374484011622,-42.575854017729185,-42.59362609123375,-42.616947854674144,-42.64567102390634,-42.679613397158434,-42.718560271135615,-42.76226609561623,-42.81045634691351,-42.86282959838167,-42.91905976436322,-42.978798492627575,-43.04167767945603,-43.10731208108302,-43.17530199520344,-43.24523598667716,-43.31669363238002,-43.38924826132466,-43.46246966766307,-43.535926775934875,-43.60919023988746,-43.68183495831166,-43.75344249355209,-43.82360338061044,-43.891919317009965,-43.958005225780326,-44.02149118601109,-44.08202422736848,-44.13926998674316,-44.19291422676862,-44.24266421730211,-44.28824998207845,-44.32942541362696,-44.365969260179824,-44.39768598870403,-44.424406528366745,-44.44598889871108,-44.46231872659311,-44.473309655534734,-44.47890365060334,-44.47907120126571,-44.47381142390897,-44.46315206490373,-44.447149404235866,-44.425888058883345,-44.399480684294495,-44.3680675715643
25.264921392362755,25.04153185627724,24.835047033138704,24.646174454339373,24.475564695690963,24.323808129830965,24.191431985959426,24.07889773144589,23.986598787077448,23.914858585252315,23.863928978277638,23.833989002101656,23.825143999271944,23.837425103619918,23.870789088065365,23.925118575941944,24.000222615285544,24.095837614521677,24.211628636855846,24.347191049343017,24.502052521029498,24.675675362681133,24.86745919841395,25.076743957025485,25.302813168010722,25.544897544179967,25.802178829545333,26.073793887793403,26.3588390033165,26.656374363547258,26.96542868834961,27.285003969583848,27.614080281796298,27.951620623388397,28.296575746678464,28.647888935047423,29.004500685892914,29.365353259418573,29.729395055337914,30.09558478233403,30.462895388518028,30.830317725081716,31.196863919737645,31.56157044126241,31.92350084138336,32.28174816524593,32.63543702664787,32.98372534901078,33.32580577757826,33.660906772494506,33.988293396159044,34.30726781151913,34.61716951071908,34.9173752957586,35.20729903452244,35.48639121674405,35.754138335186894,36.010062117602416,36.25371863490102,36.4846973104975,36.70261985501978,36.90713914954848,37.097938099337675,37.27472847859988,37.43724978546554,37.5852681246873,37.718575134086535,37.83698696915989,37.94034335870248,38.02850674277504
62.3829866132352,62.53474792154553,62.68458814317266,62.83228183673217,62.97761420409146,63.12038101592254,63.260388490544294,63.397453131094416,63.53140152597602,63.66207011738555,63.7893049425566,63.91296135215327,64.03290371002308,64.1490050782809,64.26114689144416,64.36921862308353,64.47311744819436,64.57274790423705,64.66802155354237,64.75885664953273,64.84517780897518,64.92691569225732,65.00400669346635,65.07639264185212,65.1440205160718,65.20684217244278,65.2648140882748,65.31789712121059,65.36605628537521,65.4092605450201,65.44748262624391,65.48069884728085,65.50888896776705,65.53203605732342,65.55012638373113,65.56314932092096,65.57109727694878,65.57396564208601,65.57175275711494,65.56445990188223,65.5520913041299,65.53465416858884,65.51215872628593,65.48461830398011,65.45204941360348,65.41447186154085,65.37190887753374,65.32438726293971,65.2719375580171,65.21459422783461,65.15239586632612,65.08538541792046,65.01361041607477,64.93712323792661,64.85598137415275,64.77024771298284,64.67999083716221,64.58528533248901,64.48621210636936,64.38285871463655,64.27531969467131,64.16369690263684,64.04809985240851,63.928646053534415,63.80546134531138,63.67868022380434,63.5484461583787,63.41491189405749,63.27823973576448,63.138601810272746
30.974356177697402,31.10177278683536,31.365971324753566,31.763220353503602,32.28793853280881,32.93281279250911,33.68895856747496,34.54612137018941,35.49291665426652,36.517101935419035,37.60587195757823,38.74616490241736,39.92496580320713,41.12959285095062,42.34795333437944,43.568758411045344,44.78168938895422,45.97751217623498,47.14814046783119,48.286651603770295,49.387261533808115,50.44526682580003,51.45696219651248,52.41954178165239,53.3309915182624,54.18997882044079,54.99574439564572,55.747999734001176,56.446832614863055,57.09262197308019,57.6859626731994,58.22760014772398,58.71837444354062,59.15917295905393,59.55089101188459,59.89439932366659,60.19051751901688,60.439992789429,60.643482953705046,60.80154324290616,60.91461624159793,60.983024523202374,61.006965622575855,60.98650909218022,60.92159548922935,60.81203724056291,60.65752143073989,60.45761465812439,60.21177020459298,59.91933786756031,59.57957690819517,59.191672675761275,58.75475757214206,58.26793711780967,57.730321962946654,57.141066743758884,56.49941669862637,55.80476291129059,55.05670691363024,54.255135129462666,53.400303241746236,52.49292998849487,51.53429911485951,50.52636722295183,49.47187408585851,48.37445068416792,47.23871888599212,46.07037548120974,44.87625240139529,43.66434464086306
45.218424278950366,44.026820161714426,42.791293980583966,41.54637938356741,40.33111700275815,39.18760473662583,38.158913896878175,37.28652676814957,36.607553622660724,36.152044046020734,35.94070570872157,35.98329088617297,36.27782720560654,36.810773655630186,37.55808560708857,38.48707547085963,39.55886242239756,40.731128688529836,41.960862255897304,43.206783815284375,44.43123025084961,45.60137876332301,46.68981334963395,47.67452939504371,48.53852619904139,49.26915077319663,49.857339786069794,50.29687450426566,50.5837284728886,50.71555739391717,50.691358471011576,50.51131227379173,50.1768118302696,49.69067814452906,49.057555299762846,48.284468439489416,47.38151138980877,46.36260587037969,45.246241914705614,44.05607389066688,42.82121780322333,41.57608688885294,40.35962784619119,39.213887259772385,38.18194162122491,37.30534369486813,36.62134125209213,36.16018234261961,35.942820942295775,35.97928500158977,36.2678855836312,36.7953504587495,37.5378682409254,38.462932008471796,39.531777948919355,40.702137986388756,41.930986547996945,43.17697815189249,44.40234578886831,45.57414130072506,46.664816832065696,47.65224128923564,48.519300829997654,49.25324680448945,49.84493865747581,50.288097487783645,50.578650816359215,50.71421865896616,50.69376860596984,50.517453223868955
-65.1685902401333,-65.16882749415923,-65.16906481802411,-65.16930221132522,-65.16953967365968,-65.16977720462458,-65.1700148038169,-65.17025247083346,-65.17049020527108,-65.17072800672646,-65.17096587479615,-65.17120380907669,-65.17144180916449,-65.17167987465585,-65.17191800514702,-65.17215620023414,-65.17239445951328,-65.1726327825804,-65.17287116903138,-65.17310961846201,-65.17334813046803,-65.17358670464505,-65.17382534058862,-65.1740640378942,-65.17430279615715,-65.17454161497281,-65.17478049393637,-65.17501943264297,-65.17525843068766,-65.17549748766542,-65.17573660317119,-65.17597577679973,-65.17621500814582,-65.17645429680414,-65.17669364236926,-65.17693304443571,-65.17717250259797,-65.17741201645036,-65.17765158558723,-65.17789120960276,-65.17813088809115,-65.17837062064648,-65.17861040686276,-65.17885024633392,-65.17909013865389,-65.17933008341645,-65.17957008021536,-65.17981012864428,-65.18005022829685,-65.18029037876663,-65.18053057964707,-65.18077083053161,-65.18101113101365,-65.18125148068643,-65.18149187914321,-65.18173232597718,-65.18197282078145,-65.18221336314906,-65.18245395267306,-65.18269458894632,-65.18293527156179,-65.18317600011227,-65.18341677419055,-65.18365759338931,-65.18389845730127,-65.18413936551899,-65.18438031763507,-65.18462131324199,-65.18486235193221,-65.18510343329814
