Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Theta9,Theta10,Theta11,Theta12,Theta13,Theta14,Theta15,Theta16,Theta17,Theta18,Theta19,Theta20,Theta21,Theta22,Theta23,Theta24,Theta25,Theta26,Theta27,Theta28,Theta29,Theta30,Theta31,Theta32,Theta33,Theta34,Theta35,Theta36,Theta37,Theta38,Theta39,Theta40,Theta41,Theta42,Theta43,Theta44,Theta45,Theta46,Theta47,Theta48,Theta49,Theta50,Theta51,Theta52,Theta53,Theta54,Theta55,Theta56,Theta57,Theta58,Theta59,Theta60,Theta61,Theta62,Theta63,Theta64,Theta65,Theta66,Theta67,Theta68,Theta69,Theta70
-11.6548,-12.1240,-12.4861,-12.7354,-12.8678,-12.8813,-12.7755,-12.5522,-12.2149,-11.7692,-11.2224,-10.5838,-9.8644,-9.0768,-8.2353,-7.3555,-6.4538,-5.5474,-4.6538,-3.7903,-2.9738,-2.2201,-1.5438,-0.9580,-0.4738,-0.1006,0.1547,0.2873,0.2947,0.1767,-0.0644,-0.4241,-0.8957,-1.4701,-2.1364,-2.8818,-3.6917,-4.5506,-5.4415,-6.3473,-7.2505,-8.1337,-8.9805,-9.7752,-10.5033,-11.1520,-11.7101,-12.1681,-12.5184,-12.7553,-12.8750,-12.8756,-12.7571,-12.5213,-12.1721,-11.7152,-11.1581,-10.5102,-9.7828,-8.9888,-8.1424,-7.2594,-6.3564,-5.4505,-4.5593,-3.7001,-2.8896,-2.1435,-1.4763,-0.9009
6.2072,7.0223,7.8059,8.5540,9.2625,9.9278,10.5468,11.1164,11.6339,12.0972,12.5040,12.8528,13.1421,13.3707,13.5377,13.6425,13.6846,13.6639,13.5804,13.4346,13.2269,12.9582,12.6295,12.2423,11.7980,11.2988,10.7466,10.1442,9.4943,8.8001,8.0651,7.2931,6.4883,5.6549,4.7976,3.9213,3.0311,2.1322,1.2298,0.3292,-0.5641,-1.4449,-2.3081,-3.1486,-3.9616,-4.7425,-5.4870,-6.1911,-6.8510,-7.4634,-8.0252,-8.5336,-8.9862,-9.3809,-9.7160,-9.9898,-10.2013,-10.3495,-10.4338,-10.4539,-10.4096,-10.3012,-10.1291,-9.8940,-9.5969,-9.2392,-8.8225,-8.3486,-7.8198,-7.2386
27.0113,27.0113,27.0114,27.0114,27.0114,27.0115,27.0115,27.0115,27.0115,27.0116,27.0116,27.0116,27.0116,27.0117,27.0117,27.0117,27.0117,27.0118,27.0118,27.0118,27.0118,27.0118,27.0119,27.0119,27.0119,27.0119,27.0120,27.0120,27.0120,27.0120,27.0121,27.0121,27.0121,27.0121,27.0121,27.0122,27.0122,27.0122,27.0122,27.0123,27.0123,27.0123,27.0123,27.0123,27.0124,27.0124,27.0124,27.0124,27.0124,27.0125,27.0125,27.0125,27.0125,27.0125,27.0126,27.0126,27.0126,27.0126,27.0126,27.0126,27.0127,27.0127,27.0127,27.0127,27.0127,27.0128,27.0128,27.0128,27.0128,27.0128
44.2244,45.4980,46.8219,48.1688,49.5140,50.8360,52.1167,53.3414,54.4988,55.5805,56.5805,57.4951,58.3222,59.0607,59.7109,60.2732,60.7486,61.1383,61.4434,61.6648,61.8034,61.8597,61.8339,61.7259,61.5353,61.2614,60.9032,60.4597,59.9298,59.3124,58.6067,57.8124,56.9301,55.9615,54.9095,53.7794,52.5785,51.3171,50.0085,48.6696,47.3206,45.9851,44.6895,43.4623,42.3328,41.3301,40.4817,39.8118,39.3401,39.0811,39.0425,39.2257,39.6250,40.2282,41.0173,41.9694,43.0582,44.2549,45.5301,46.8548,48.2020,49.5468,50.8680,52.1475,53.3707,54.5263,55.6060,56.6040,57.5165,58.3414
17.2060,16.7612,16.2034,15.5435,14.7952,13.9742,13.0983,12.1870,11.2612,10.3426,9.4530,8.6141,7.8462,7.1681,6.5965,6.1454,5.8259,5.6458,5.6096,5.7180,5.9684,6.3548,6.8677,7.4944,8.2196,9.0255,9.8923,10.7991,11.7240,12.6452,13.5414,14.3923,15.1791,15.8850,16.4954,16.9981,17.3830,17.6429,17.7729,17.7706,17.6360,17.3715,16.9823,16.4758,15.8618,15.1527,14.3634,13.5106,12.6132,11.6914,10.7668,9.8610,8.9960,8.1926,7.4706,6.8476,6.3390,5.9573,5.7117,5.6084,5.6497,5.8348,6.1591,6.6146,7.1902,7.8717,8.6425,9.4836,10.3745,11.2937
46.3066,47.0200,47.7127,48.3843,49.0345,49.6631,50.2701,50.8555,51.4193,51.9615,52.4824,52.9820,53.4607,53.9185,54.3559,54.7730,55.1701,55.5476,55.9057,56.2447,56.5648,56.8665,57.1499,57.4154,57.6632,57.8936,58.1067,58.3029,58.4824,58.6452,58.7918,58.9221,59.0363,59.1346,59.2171,59.2839,59.3351,59.3707,59.3908,59.3953,59.3844,59.3579,59.3159,59.2583,59.1850,59.0960,58.9911,58.8703,58.7333,58.5801,58.4104,58.2240,58.0209,57.8007,57.5631,57.3081,57.0352,56.7443,56.4350,56.1071,55.7603,55.3943,55.0087,54.6034,54.1780,53.7322,53.2658,52.7785,52.2701,51.7405
-52.8645,-53.2911,-53.6906,-54.0630,-54.4082,-54.7262,-55.0170,-55.2808,-55.5174,-55.7272,-55.9101,-56.0662,-56.1957,-56.2986,-56.3749,-56.4248,-56.4482,-56.4453,-56.4159,-56.3600,-56.2777,-56.1688,-56.0333,-55.8712,-55.6822,-55.4664,-55.2236,-54.9538,-54.6569,-54.3327,-53.9814,-53.6029,-53.1972,-52.7645,-52.3050,-51.8190,-51.3068,-50.7690,-50.2061,-49.6190,-49.0085,-48.3759,-47.7224,-47.0496,-46.3593,-45.6534,-44.9342,-44.2041,-43.4660,-42.7228,-41.9777,-41.2343,-40.4960,-39.7669,-39.0508,-38.3518,-37.6741,-37.0219,-36.3993,-35.8104,-35.2592,-34.7495,-34.2848,-33.8685,-33.5036,-33.1928,-32.9383,-32.7422,-32.6057,-32.5301
-48.0375,-48.0632,-48.0891,-48.1152,-48.1414,-48.1675,-48.1936,-48.2196,-48.2453,-48.2707,-48.2958,-48.3205,-48.3446,-48.3682,-48.3912,-48.4135,-48.4350,-48.4557,-48.4755,-48.4944,-48.5123,-48.5292,-48.5450,-48.5597,-48.5733,-48.5856,-48.5968,-48.6066,-48.6152,-48.6225,-48.6285,-48.6332,-48.6365,-48.6384,-48.6389,-48.6381,-48.6360,-48.6324,-48.6276,-48.6214,-48.6138,-48.6050,-48.5949,-48.5835,-48.5709,-48.5572,-48.5423,-48.5263,-48.5092,-48.4911,-48.4720,-48.4520,-48.4312,-48.4096,-48.3872,-48.3641,-48.3404,-48.3162,-48.2914,-48.2663,-48.2408,-48.2150,-48.1890,-48.1629,-48.1367,-48.1106,-48.0845,-48.0586,-48.0330,-48.0076
-0.3957,-1.0501,-1.7561,-2.5087,-3.3025,-4.1316,-4.9901,-5.8714,-6.7693,-7.6769,-8.5877,-9.4951,-10.3926,-11.2739,-12.1331,-12.9642,-13.7621,-14.5216,-15.2382,-15.9077,-16.5263,-17.0907,-17.5980,-18.0456,-18.4313,-18.7533,-19.0103,-19.2009,-19.3246,-19.3806,-19.3688,-19.2891,-19.1421,-18.9282,-18.6484,-18.3040,-17.8965,-17.4279,-16.9004,-16.3167,-15.6800,-14.9936,-14.2616,-13.4881,-12.6781,-11.8365,-10.9690,-10.0813,-9.1797,-8.2703,-7.3599,-6.4549,-5.5621,-4.6880,-3.8390,-3.0215,-2.2414,-1.5045,-0.8159,-0.1807,0.3968,0.9126,1.3631,1.7454,2.0568,2.2955,2.4597,2.5486,2.5615,2.4983
-88.6043,-88.6103,-88.6166,-88.6230,-88.6293,-88.6353,-88.6409,-88.6459,-88.6502,-88.6536,-88.6560,-88.6575,-88.6579,-88.6572,-88.6555,-88.6528,-88.6492,-88.6447,-88.6395,-88.6338,-88.6277,-88.6213,-88.6149,-88.6087,-88.6028,-88.5975,-88.5929,-88.5891,-88.5864,-88.5848,-88.5844,-88.5851,-88.5870,-88.5899,-88.5939,-88.5987,-88.6041,-88.6101,-88.6164,-88.6228,-88.6291,-88.6352,-88.6408,-88.6458,-88.6501,-88.6535,-88.6560,-88.6575,-88.6579,-88.6572,-88.6555,-88.6529,-88.6493,-88.6448,-88.6397,-88.6339,-88.6278,-88.6215,-88.6151,-88.6088,-88.6029,-88.5976,-88.5930,-88.5892,-88.5865,-88.5848,-88.5844,-88.5851,-88.5869,-88.5899
