Amplitude,PhaseShift,Omega,Beta
-11.4706,-88.8667,1.8187,-46.2525
46.5527,71.4282,1.4248,-88.9324
21.9445,36.0153,1.6204,47.3792
-21.6642,66.7641,1.8920,-51.9036
-153.2922,-25.1909,1.1173,-75.9802
44.0825,14.3651,0.1680,-2.8769
-10.3867,-2.8488,1.8561,-35.1573
32.2174,21.5702,1.6518,54.8982
7.8049,-34.0837,1.7118,-17.2464
157.1290,-73.2305,0.0163,22.2071
61.4792,-66.6111,0.5336,35.4046
59.1571,58.6524,0.6826,60.2498
88.3902,39.1169,0.6136,-43.8509
-20.6057,43.1613,1.7235,-48.1662
33.6080,-55.3294,0.9809,-33.5495
6.1498,43.9950,1.9355,17.8988
141.7587,31.3730,0.1530,76.2104
6.3469,-86.2975,1.7699,-2.4019
57.5459,84.8859,0.8887,68.7606
9.2286,-11.2675,1.9477,33.4039
-17.7339,-71.8584,1.5256,-39.7647
-14.1101,51.8219,1.4648,30.6028
34.7453,-55.8246,0.8350,-43.2945
-29.1615,8.7785,0.3174,42.9173
36.6236,-24.0407,1.9048,-61.0234
126.8197,40.5374,1.9257,87.5051
24.8837,-19.9293,0.8999,6.2934
80.9688,-2.6660,0.0849,-14.6489
-105.7213,7.8865,0.3847,36.8886
112.3635,28.2527,0.6795,-89.3541
-39.7685,56.7082,0.8641,31.1697
16.5889,64.2699,0.6073,57.5207
17.7246,-43.7304,1.0781,9.4829
179.7080,54.2090,0.5280,52.1838
-86.8257,84.2614,0.4873,10.5026
-179.6420,79.2359,0.1332,-18.1036
-60.4763,-16.9159,1.6855,-86.7798
-197.6744,-70.3451,1.9874,-86.3061
154.5687,14.8883,0.0482,78.2889
6.2016,46.7683,1.9156,17.3556
-5.6500,56.0949,1.9067,-8.5501
-16.4352,-88.4618,1.0992,1.9373
-22.6380,76.6882,0.0549,-64.4748
22.3796,-53.8957,1.8259,51.9685
-116.4097,18.3912,0.0413,71.5884
-108.6896,-29.0691,0.4639,-22.8413
-193.1028,-75.8590,0.1158,72.5841
-85.8629,-18.9433,1.1903,89.4044
11.6125,81.6366,0.1920,-59.7702
69.6888,23.4599,1.4566,-77.9142
-89.5798,74.1613,1.1163,-80.6827
-5.6278,-21.3783,1.8803,2.6771
-104.5532,20.4391,0.2057,-47.0207
-17.2265,41.7839,1.5745,40.5491
-48.0037,-7.4828,0.8143,-34.2450
-70.4845,-85.6799,0.4279,-41.3346
-40.9825,-5.3446,1.4701,-55.4968
-16.1006,-32.3671,1.5005,-36.3123
9.6202,68.8336,0.5093,-63.1112
-24.4980,86.2339,0.4368,74.2803
51.5969,-0.2265,0.6384,12.5044
2.7601,25.2555,0.3020,-27.0673
-15.2502,-36.5897,0.7150,73.6460
-9.8192,35.1587,1.7341,-29.2582
-9.1300,4.6020,1.8301,30.0338
114.1203,41.0083,0.7336,53.6937
-11.2773,78.4228,1.3264,1.2863
-27.6320,-11.2401,0.8529,-5.7801
-27.4615,-26.3775,0.3242,-8.0897
-199.6531,-32.0335,1.9409,-79.7582
-55.6308,77.7987,0.7468,33.7793
140.3485,-78.8823,1.0683,79.8626
-32.4513,88.9722,1.5886,-53.5957
-98.8844,37.5113,0.7390,75.9299
-36.7981,-68.9307,1.0056,38.3342
-55.7828,57.0746,1.3137,85.6340
10.3990,-81.1783,1.3850,-3.7074
27.3523,31.9486,0.9922,-26.4777
93.9196,-29.7078,0.5401,39.8473
-69.3632,-42.1945,1.1819,58.6960
37.9340,-62.9488,1.0603,42.4059
91.4456,-31.1013,1.2369,-70.3838
-23.1626,60.8427,1.9618,-54.8013
59.6063,-73.1107,1.1033,-69.8478
52.9844,-27.6660,0.9518,88.9443
50.5396,85.6896,1.7930,-63.9088
-51.3683,-83.3094,0.0627,-20.4220
142.9599,48.2503,1.5187,80.5807
-3.2984,-8.9945,1.1751,-10.4357
28.0916,9.2341,1.3564,45.6528
-33.6308,35.1446,1.2707,47.0424
26.9850,13.0964,0.9219,18.3901
75.3202,4.0413,1.1434,-88.0745
-62.8801,50.7510,0.1957,88.4119
-35.9751,30.6584,1.7065,-57.2619
-23.9210,-39.3556,0.9338,-11.0627
-26.2077,39.9642,0.9572,-21.2240
33.3654,-83.8269,1.0873,39.3269
87.3259,80.9423,1.4027,-78.7250
-10.9292,-49.6356,0.1837,34.5467
-2.2983,17.3505,1.1565,-61.9507
46.4254,7.5676,1.4318,56.8783
-117.7738,-89.3878,1.2294,70.9043
-10.6220,23.1986,1.4146,-12.4123
19.7494,-87.7793,1.5579,49.0025
32.0872,71.8351,1.3624,-48.6772
108.9962,-1.3394,0.4711,24.9586
178.9711,19.4558,1.3757,77.4233
64.4745,70.1666,0.5610,8.1224
-119.8779,-21.9141,1.5334,-81.9851
-40.8009,-25.9724,1.7379,-82.9789
168.4195,80.2258,0.4438,49.3996
-152.0155,-45.2986,0.7581,-81.2215
50.7717,-56.5015,0.6895,22.5378
-48.8153,-14.7502,0.9108,81.7152
41.3290,-59.9424,1.7433,-78.8114
38.3167,-68.1447,0.9720,37.5857
-13.4452,49.7333,0.6468,84.4082
8.0200,-23.2745,1.8598,27.0821
-11.8160,-35.8411,1.3342,11.3088
-30.7617,34.4295,0.8510,-16.7327
-21.5069,-52.2818,1.2002,-31.3160
-21.9040,29.4920,1.0776,-23.9660
12.1285,-79.7120,1.2831,4.0597
132.6711,50.3526,1.0436,66.2442
-44.0559,45.1147,0.0753,-41.9413
74.0166,-62.1955,0.7914,65.8470
92.9217,-60.6171,0.3340,11.0340
-156.3727,83.4054,1.0247,-72.2879
105.7579,63.0566,0.2326,8.6612
-33.0053,-15.5759,0.7751,-0.2234
-61.4186,86.8601,1.1644,55.9229
-129.4776,27.2400,0.0303,-27.5214
1.5313,12.0833,0.5001,-12.9532
44.6097,-19.0510,1.2918,52.8980
-30.8148,5.3383,0.9878,47.8793
11.9213,-20.7819,1.5478,28.3076
-32.1718,87.7230,0.7852,-0.9146
-8.1423,-8.2655,1.3954,83.9505
-5.5140,16.5521,0.2968,60.6630
-169.3143,-76.2937,1.4878,-77.0962
-133.4313,11.7808,0.4453,-50.8014
-86.8011,74.6997,0.0936,71.8014
-109.9235,44.5691,1.2997,-68.0474
-144.0396,-61.5806,0.8737,-74.5586
-9.1448,-47.2903,1.5941,-18.8594
-109.1232,53.8196,0.8085,81.1204
131.3443,63.7727,0.0362,-82.3199
28.0163,19.6963,0.1024,-67.1838
187.3749,-82.4045,0.1628,-55.7034
194.1212,-78.6838,0.3392,-47.2509
25.0536,70.4117,0.3526,5.3215
-26.2320,0.1498,0.6548,32.8686
43.9071,22.0849,1.6055,-58.8760
-8.5350,72.4719,1.5391,6.5049
137.2978,-50.5245,0.5485,-72.8357
61.1301,-9.2995,1.7983,-66.6266
-88.9350,-43.4122,0.3480,-11.6376
-150.9786,-48.6990,0.2505,16.8388
-14.8013,-46.9437,1.5646,-35.1425
-10.2285,-47.8396,1.4462,13.1478
-22.1487,-44.8136,1.0341,20.4844
-6.3378,-39.7712,0.5179,28.0330
34.0920,-71.2245,0.8040,16.1002
-47.8427,-65.5258,0.5647,32.2394
-111.3117,-66.9302,0.5759,-42.2663
-45.4550,89.9529,1.9720,-64.7475
18.1791,-12.6470,1.6439,43.8621
100.0131,-22.6710,0.9199,68.0068
-61.9246,-45.8145,0.6287,58.3267
-127.2696,69.3129,0.6704,-52.9238
11.9982,82.6195,1.9769,41.5033
-8.4734,65.4222,1.6105,15.2122
-165.0445,-74.9648,0.1468,63.4728
6.5641,53.1106,1.0094,-32.9506
-22.1570,1.3611,1.3673,-39.3221
147.6256,25.6949,0.2670,-71.4656
14.8885,-16.3005,1.2180,-15.2609
-12.4264,-37.7119,1.4110,-22.2580
6.5772,-38.0647,1.8080,13.3993
85.2955,3.0618,1.0475,-87.6979
-35.0565,-64.8209,0.8427,23.3795
12.6076,38.5309,1.8687,40.9817
-143.3245,-4.8669,0.3729,4.2879
-127.0638,58.0260,1.2511,85.7915
