Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Theta9,Theta10,Theta11,Theta12,Theta13,Theta14,Theta15,Theta16,Theta17,Theta18,Theta19,Theta20,Theta21,Theta22,Theta23,Theta24,Theta25,Theta26,Theta27,Theta28,Theta29,Theta30,Theta31,Theta32,Theta33,Theta34,Theta35,Theta36,Theta37,Theta38,Theta39,Theta40,Theta41,Theta42,Theta43,Theta44,Theta45,Theta46,Theta47,Theta48,Theta49,Theta50,Theta51,Theta52,Theta53,Theta54,Theta55,Theta56,Theta57,Theta58,Theta59,Theta60,Theta61,Theta62,Theta63,Theta64,Theta65,Theta66,Theta67,Theta68,Theta69,Theta70
-68.034,-67.613,-67.179,-66.743,-66.313,-65.900,-65.514,-65.167,-64.869,-64.629,-64.455,-64.355,-64.330,-64.382,-64.509,-64.707,-64.969,-65.286,-65.648,-66.044,-66.465,-66.898,-67.334,-67.764,-68.180,-68.575,-68.943,-69.279,-69.580,-69.841,-70.062,-70.240,-70.374,-70.462,-70.506,-70.503,-70.455,-70.361,-70.223,-70.040,-69.815,-69.549,-69.244,-68.905,-68.534,-68.136,-67.718,-67.287,-66.851,-66.418,-66.000,-65.606,-65.249,-64.937,-64.682,-64.492,-64.373,-64.329,-64.362,-64.471,-64.652,-64.898,-65.203,-65.555,-65.944,-66.359,-66.790,-67.227,-67.659,-68.079
-73.624,-73.452,-73.214,-72.907,-72.528,-72.073,-71.538,-70.917,-70.206,-69.399,-68.491,-67.477,-66.353,-65.117,-63.771,-62.321,-60.777,-59.158,-57.492,-55.815,-54.173,-52.619,-51.212,-50.014,-49.078,-48.453,-48.170,-48.245,-48.673,-49.433,-50.484,-51.777,-53.252,-54.850,-56.513,-58.190,-59.840,-61.431,-62.937,-64.345,-65.646,-66.835,-67.913,-68.882,-69.747,-70.514,-71.186,-71.771,-72.272,-72.695,-73.044,-73.322,-73.532,-73.676,-73.756,-73.772,-73.725,-73.615,-73.439,-73.197,-72.886,-72.502,-72.042,-71.501,-70.875,-70.158,-69.345,-68.430,-67.409,-66.278
1.030,0.121,-0.784,-1.679,-2.560,-3.420,-4.254,-5.058,-5.826,-6.555,-7.239,-7.876,-8.462,-8.994,-9.469,-9.885,-10.240,-10.531,-10.759,-10.922,-11.019,-11.049,-11.013,-10.911,-10.743,-10.510,-10.213,-9.853,-9.432,-8.952,-8.416,-7.826,-7.185,-6.496,-5.764,-4.993,-4.187,-3.350,-2.488,-1.606,-0.710,0.196,1.104,2.011,2.909,3.794,4.660,5.501,6.313,7.091,7.831,8.528,9.179,9.780,10.328,10.821,11.255,11.630,11.943,12.194,12.380,12.501,12.556,12.546,12.470,12.329,12.123,11.853,11.521,11.127
71.412,71.412,71.412,71.412,71.412,71.412,71.412,71.412,71.412,71.412,71.412,71.411,71.411,71.411,71.411,71.411,71.411,71.411,71.411,71.411,71.411,71.410,71.410,71.410,71.410,71.410,71.410,71.410,71.410,71.410,71.409,71.409,71.409,71.409,71.409,71.409,71.409,71.409,71.409,71.408,71.408,71.408,71.408,71.408,71.408,71.408,71.408,71.407,71.407,71.407,71.407,71.407,71.407,71.407,71.406,71.406,71.406,71.406,71.406,71.406,71.406,71.405,71.405,71.405,71.405,71.405,71.405,71.405,71.404,71.404
54.004,53.087,52.053,50.914,49.683,48.381,47.034,45.673,44.333,43.056,41.884,40.860,40.024,39.410,39.045,38.943,39.111,39.539,40.211,41.096,42.160,43.362,44.658,46.007,47.368,48.707,49.993,51.203,52.318,53.324,54.211,54.973,55.606,56.107,56.475,56.710,56.811,56.778,56.613,56.313,55.881,55.316,54.620,53.797,52.851,51.791,50.628,49.379,48.064,46.710,45.350,44.022,42.766,41.626,40.643,39.857,39.300,38.996,38.959,39.189,39.678,40.403,41.335,42.436,43.664,44.976,46.331,47.690,49.019,50.289
-58.861,-57.413,-55.976,-54.602,-53.354,-52.294,-51.481,-50.966,-50.780,-50.936,-51.423,-52.210,-53.251,-54.485,-55.850,-57.284,-58.733,-60.151,-61.502,-62.761,-63.912,-64.943,-65.850,-66.632,-67.290,-67.826,-68.243,-68.544,-68.730,-68.803,-68.763,-68.611,-68.345,-67.963,-67.462,-66.841,-66.095,-65.225,-64.230,-63.115,-61.886,-60.560,-59.159,-57.715,-56.271,-54.879,-53.599,-52.495,-51.627,-51.047,-50.791,-50.875,-51.296,-52.024,-53.017,-54.216,-55.559,-56.983,-58.433,-59.861,-61.228,-62.508,-63.682,-64.739,-65.672,-66.480,-67.164,-67.725,-68.167,-68.491
-50.375,-49.541,-48.688,-47.818,-46.935,-46.041,-45.138,-44.230,-43.321,-42.414,-41.514,-40.625,-39.751,-38.897,-38.067,-37.268,-36.502,-35.775,-35.092,-34.457,-33.874,-33.347,-32.879,-32.474,-32.135,-31.863,-31.660,-31.529,-31.469,-31.482,-31.567,-31.724,-31.951,-32.247,-32.611,-33.038,-33.527,-34.075,-34.677,-35.329,-36.028,-36.769,-37.547,-38.358,-39.197,-40.059,-40.939,-41.832,-42.735,-43.643,-44.553,-45.459,-46.359,-47.250,-48.128,-48.992,-49.839,-50.667,-51.474,-52.259,-53.020,-53.758,-54.471,-55.158,-55.819,-56.455,-57.064,-57.648,-58.205,-58.737
71.657,72.192,72.566,72.785,72.852,72.770,72.537,72.148,71.597,70.874,69.971,68.877,67.586,66.099,64.428,62.605,60.687,58.763,56.952,55.396,54.239,53.602,53.556,54.106,55.190,56.694,58.476,60.391,62.316,64.159,65.855,67.372,68.693,69.816,70.748,71.498,72.074,72.488,72.744,72.849,72.805,72.609,72.259,71.749,71.070,70.213,69.167,67.925,66.486,64.859,63.069,61.168,59.235,57.384,55.751,54.482,53.707,53.510,53.916,54.877,56.289,58.015,59.910,61.843,63.713,65.450,67.013,68.383,69.555,70.534
14.708,14.110,13.509,12.907,12.303,11.699,11.094,10.490,9.887,9.284,8.684,8.086,7.491,6.899,6.312,5.728,5.150,4.576,4.009,3.448,2.894,2.347,1.808,1.277,0.754,0.241,-0.263,-0.758,-1.242,-1.716,-2.179,-2.632,-3.072,-3.501,-3.919,-4.324,-4.716,-5.096,-5.463,-5.817,-6.158,-6.485,-6.799,-7.099,-7.384,-7.656,-7.914,-8.158,-8.387,-8.602,-8.802,-8.987,-9.158,-9.314,-9.456,-9.582,-9.694,-9.791,-9.872,-9.939,-9.991,-10.027,-10.049,-10.056,-10.047,-10.024,-9.985,-9.932,-9.863,-9.779
-34.042,-35.105,-36.157,-37.194,-38.211,-39.205,-40.172,-41.111,-42.018,-42.892,-43.730,-44.532,-45.297,-46.023,-46.711,-47.359,-47.969,-48.538,-49.069,-49.560,-50.013,-50.427,-50.802,-51.140,-51.440,-51.703,-51.928,-52.117,-52.269,-52.385,-52.465,-52.508,-52.516,-52.487,-52.423,-52.322,-52.185,-52.011,-51.801,-51.554,-51.270,-50.948,-50.588,-50.190,-49.754,-49.279,-48.765,-48.211,-47.618,-46.986,-46.315,-45.605,-44.856,-44.069,-43.246,-42.387,-41.493,-40.568,-39.612,-38.629,-37.621,-36.592,-35.546,-34.487,-33.420,-32.350,-31.282,-30.223,-29.178,-28.153
