Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Theta9,Theta10,Theta11,Theta12,Theta13,Theta14,Theta15,Theta16,Theta17,Theta18,Theta19,Theta20,Theta21,Theta22,Theta23,Theta24,Theta25,Theta26,Theta27,Theta28,Theta29,Theta30,Theta31,Theta32,Theta33,Theta34,Theta35,Theta36,Theta37,Theta38,Theta39,Theta40,Theta41,Theta42,Theta43,Theta44,Theta45,Theta46,Theta47,Theta48,Theta49,Theta50,Theta51,Theta52,Theta53,Theta54,Theta55,Theta56,Theta57,Theta58,Theta59,Theta60,Theta61,Theta62,Theta63,Theta64,Theta65,Theta66,Theta67,Theta68,Theta69,Theta70
-46.760,-47.550,-48.284,-48.947,-49.527,-50.013,-50.398,-50.677,-50.846,-50.903,-50.847,-50.679,-50.401,-50.016,-49.531,-48.952,-48.290,-47.556,-46.766,-45.939,-45.095,-44.257,-43.452,-42.704,-42.041,-41.486,-41.061,-40.782,-40.660,-40.702,-40.904,-41.259,-41.753,-42.365,-43.075,-43.855,-44.680,-45.524,-46.362,-47.173,-47.936,-48.636,-49.257,-49.789,-50.224,-50.555,-50.778,-50.889,-50.888,-50.774,-50.549,-50.216,-49.779,-49.244,-48.621,-47.920,-47.155,-46.344,-45.505,-44.661,-43.837,-43.058,-42.351,-41.740,-41.249,-40.898,-40.699,-40.661,-40.786,-41.069
-88.929,-88.931,-88.932,-88.934,-88.935,-88.937,-88.938,-88.939,-88.940,-88.941,-88.942,-88.943,-88.944,-88.944,-88.944,-88.944,-88.944,-88.943,-88.943,-88.942,-88.941,-88.940,-88.939,-88.938,-88.936,-88.935,-88.933,-88.932,-88.930,-88.929,-88.927,-88.926,-88.925,-88.924,-88.923,-88.922,-88.921,-88.921,-88.921,-88.921,-88.921,-88.921,-88.921,-88.922,-88.923,-88.924,-88.925,-88.926,-88.928,-88.929,-88.931,-88.932,-88.934,-88.935,-88.937,-88.938,-88.939,-88.940,-88.941,-88.942,-88.943,-88.943,-88.944,-88.944,-88.944,-88.944,-88.943,-88.943,-88.942,-88.941
53.039,52.362,51.566,50.656,49.642,48.537,47.356,46.120,44.855,43.590,42.359,41.197,40.143,39.231,38.497,37.967,37.662,37.594,37.767,38.173,38.797,39.613,40.592,41.698,42.895,44.145,45.415,46.670,47.885,49.035,50.101,51.070,51.931,52.675,53.298,53.796,54.167,54.410,54.523,54.507,54.362,54.088,53.685,53.157,52.503,51.730,50.842,49.848,48.759,47.591,46.364,45.103,43.835,42.594,41.416,40.338,39.396,38.625,38.053,37.703,37.589,37.715,38.077,38.659,39.440,40.390,41.474,42.656,43.899,45.168
-54.284,-53.074,-51.756,-50.361,-48.928,-47.504,-46.145,-44.910,-43.859,-43.048,-42.522,-42.312,-42.430,-42.870,-43.605,-44.595,-45.784,-47.115,-48.527,-49.962,-51.372,-52.715,-53.958,-55.078,-56.058,-56.888,-57.560,-58.072,-58.421,-58.607,-58.629,-58.488,-58.183,-57.716,-57.087,-56.300,-55.361,-54.278,-53.066,-51.748,-50.353,-48.920,-47.496,-46.137,-44.903,-43.853,-43.044,-42.520,-42.312,-42.432,-42.874,-43.611,-44.601,-45.792,-47.123,-48.535,-49.971,-51.380,-52.722,-53.965,-55.084,-56.063,-56.892,-57.563,-58.074,-58.422,-58.607,-58.629,-58.486,-58.181
-79.540,-79.636,-79.703,-79.741,-79.752,-79.735,-79.690,-79.617,-79.515,-79.384,-79.222,-79.030,-78.806,-78.549,-78.258,-77.932,-77.569,-77.170,-76.732,-76.257,-75.744,-75.195,-74.611,-73.998,-73.359,-72.703,-72.038,-71.376,-70.730,-70.117,-69.552,-69.054,-68.639,-68.323,-68.117,-68.030,-68.065,-68.222,-68.494,-68.869,-69.335,-69.874,-70.469,-71.103,-71.760,-72.425,-73.086,-73.733,-74.358,-74.954,-75.518,-76.047,-76.538,-76.991,-77.407,-77.785,-78.126,-78.432,-78.703,-78.940,-79.146,-79.320,-79.463,-79.578,-79.663,-79.720,-79.748,-79.749,-79.722,-79.667
0.777,0.762,0.746,0.730,0.712,0.694,0.675,0.655,0.634,0.613,0.590,0.567,0.543,0.519,0.493,0.467,0.440,0.413,0.384,0.355,0.325,0.294,0.263,0.231,0.198,0.165,0.131,0.096,0.060,0.024,-0.013,-0.051,-0.089,-0.127,-0.167,-0.207,-0.248,-0.289,-0.331,-0.373,-0.416,-0.460,-0.504,-0.548,-0.594,-0.639,-0.685,-0.732,-0.779,-0.827,-0.875,-0.924,-0.973,-1.022,-1.072,-1.122,-1.173,-1.224,-1.276,-1.327,-1.380,-1.432,-1.485,-1.538,-1.591,-1.645,-1.699,-1.753,-1.808,-1.863
-41.219,-41.112,-40.851,-40.441,-39.888,-39.201,-38.392,-37.476,-36.474,-35.408,-34.306,-33.199,-32.120,-31.104,-30.185,-29.397,-28.769,-28.324,-28.081,-28.047,-28.226,-28.609,-29.182,-29.923,-30.803,-31.793,-32.856,-33.958,-35.065,-36.145,-37.170,-38.115,-38.960,-39.687,-40.283,-40.738,-41.046,-41.202,-41.204,-41.052,-40.747,-40.295,-39.702,-38.978,-38.136,-37.193,-36.170,-35.090,-33.984,-32.881,-31.817,-30.825,-29.942,-29.197,-28.620,-28.232,-28.049,-28.077,-28.316,-28.757,-29.381,-30.165,-31.081,-32.095,-33.173,-34.280,-35.383,-36.450,-37.454,-38.372
61.605,61.142,60.547,59.819,58.958,57.969,56.855,55.627,54.301,52.898,51.446,49.984,48.555,47.209,46.000,44.981,44.199,43.693,43.489,43.598,44.015,44.717,45.669,46.826,48.136,49.545,51.002,52.461,53.883,55.235,56.494,57.644,58.672,59.572,60.340,60.976,61.478,61.849,62.088,62.197,62.176,62.025,61.743,61.330,60.785,60.106,59.295,58.353,57.285,56.099,54.807,53.429,51.992,50.529,49.082,47.699,46.433,45.336,44.460,43.847,43.529,43.521,43.824,44.423,45.287,46.373,47.632,49.010,50.455,51.919
-11.696,-11.266,-10.980,-10.844,-10.864,-11.038,-11.361,-11.825,-12.418,-13.124,-13.924,-14.798,-15.723,-16.675,-17.631,-18.568,-19.464,-20.300,-21.057,-21.719,-22.273,-22.710,-23.020,-23.199,-23.242,-23.149,-22.923,-22.566,-22.086,-21.491,-20.793,-20.006,-19.146,-18.232,-17.286,-16.328,-15.383,-14.475,-13.625,-12.857,-12.190,-11.642,-11.227,-10.957,-10.839,-10.876,-11.066,-11.406,-11.885,-12.492,-13.209,-14.019,-14.899,-15.828,-16.782,-17.737,-18.670,-19.561,-20.388,-21.135,-21.786,-22.328,-22.751,-23.047,-23.210,-23.238,-23.131,-22.889,-22.519,-22.025
22.531,22.532,22.534,22.535,22.537,22.538,22.540,22.541,22.543,22.545,22.546,22.548,22.549,22.551,22.552,22.554,22.555,22.557,22.559,22.560,22.562,22.563,22.565,22.566,22.568,22.569,22.571,22.572,22.574,22.576,22.577,22.579,22.580,22.582,22.583,22.585,22.586,22.588,22.589,22.591,22.592,22.594,22.596,22.597,22.599,22.600,22.602,22.603,22.605,22.606,22.608,22.609,22.611,22.612,22.614,22.615,22.617,22.618,22.620,22.621,22.623,22.624,22.626,22.627,22.629,22.630,22.632,22.633,22.635,22.637
