Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Theta9,Theta10,Theta11,Theta12,Theta13,Theta14,Theta15,Theta16,Theta17,Theta18,Theta19,Theta20,Theta21,Theta22,Theta23,Theta24,Theta25,Theta26,Theta27,Theta28,Theta29,Theta30,Theta31,Theta32,Theta33,Theta34,Theta35,Theta36,Theta37,Theta38,Theta39,Theta40,Theta41,Theta42,Theta43,Theta44,Theta45,Theta46,Theta47,Theta48,Theta49,Theta50,Theta51,Theta52,Theta53,Theta54,Theta55,Theta56,Theta57,Theta58,Theta59,Theta60,Theta61,Theta62,Theta63,Theta64,Theta65,Theta66,Theta67,Theta68,Theta69,Theta70
83.432,83.483,83.516,83.531,83.527,83.506,83.466,83.408,83.332,83.236,83.122,82.989,82.835,82.662,82.469,82.256,82.023,81.772,81.503,81.218,80.920,80.611,80.298,79.983,79.675,79.379,79.105,78.859,78.651,78.487,78.374,78.317,78.317,78.375,78.489,78.653,78.862,79.108,79.383,79.678,79.987,80.301,80.615,80.923,81.221,81.506,81.775,82.026,82.258,82.471,82.664,82.837,82.990,83.124,83.238,83.333,83.409,83.467,83.506,83.527,83.530,83.516,83.483,83.432,83.362,83.274,83.167,83.041,82.895,82.729
38.022,39.200,40.372,41.518,42.623,43.672,44.654,45.559,46.380,47.111,47.748,48.288,48.728,49.068,49.305,49.440,49.472,49.401,49.227,48.951,48.573,48.095,47.518,46.845,46.079,45.225,44.290,43.282,42.210,41.088,39.930,38.753,37.577,36.423,35.312,34.269,33.316,32.474,31.765,31.205,30.808,30.585,30.541,30.678,30.991,31.473,32.112,32.891,33.793,34.795,35.875,37.011,38.179,39.358,40.528,41.670,42.768,43.808,44.780,45.674,46.484,47.202,47.827,48.353,48.780,49.106,49.329,49.450,49.468,49.384
29.272,28.705,28.024,27.244,26.379,25.449,24.475,23.480,22.491,21.533,20.632,19.814,19.104,18.521,18.084,17.805,17.694,17.753,17.981,18.370,18.910,19.583,20.370,21.248,22.191,23.174,24.170,25.153,26.099,26.986,27.794,28.507,29.110,29.593,29.946,30.163,30.241,30.179,29.978,29.640,29.172,28.582,27.881,27.083,26.204,25.264,24.284,23.288,22.303,21.354,20.467,19.668,18.981,18.425,18.018,17.771,17.692,17.784,18.044,18.463,19.030,19.727,20.533,21.426,22.379,23.366,24.361,25.339,26.275,27.148
15.171,15.043,14.916,14.788,14.660,14.531,14.402,14.273,14.143,14.014,13.884,13.754,13.623,13.493,13.362,13.231,13.100,12.969,12.838,12.707,12.576,12.445,12.313,12.182,12.051,11.920,11.788,11.657,11.526,11.395,11.265,11.134,11.003,10.873,10.743,10.613,10.484,10.354,10.225,10.096,9.968,9.840,9.712,9.585,9.458,9.331,9.205,9.079,8.954,8.829,8.704,8.581,8.457,8.335,8.212,8.091,7.970,7.849,7.730,7.611,7.492,7.374,7.257,7.141,7.026,6.911,6.797,6.683,6.571,6.459
78.129,78.518,78.906,79.288,79.658,80.012,80.347,80.661,80.953,81.221,81.465,81.686,81.884,82.058,82.210,82.340,82.448,82.535,82.601,82.647,82.672,82.677,82.661,82.626,82.570,82.493,82.395,82.276,82.135,81.972,81.785,81.576,81.343,81.086,80.806,80.502,80.177,79.832,79.470,79.093,78.707,78.317,77.931,77.557,77.205,76.883,76.603,76.373,76.203,76.100,76.067,76.105,76.214,76.388,76.622,76.905,77.230,77.585,77.960,78.346,78.736,79.121,79.497,79.859,80.202,80.526,80.827,81.106,81.361,81.592
10.566,10.545,10.521,10.497,10.470,10.442,10.411,10.379,10.345,10.310,10.272,10.233,10.192,10.150,10.105,10.059,10.012,9.962,9.911,9.858,9.804,9.748,9.690,9.631,9.570,9.507,9.443,9.378,9.310,9.242,9.172,9.100,9.027,8.952,8.876,8.799,8.720,8.640,8.559,8.476,8.392,8.307,8.220,8.132,8.043,7.953,7.862,7.769,7.676,7.581,7.485,7.389,7.291,7.192,7.092,6.992,6.890,6.788,6.685,6.581,6.476,6.371,6.264,6.157,6.050,5.942,5.833,5.723,5.614,5.503
26.541,27.053,27.540,28.001,28.436,28.845,29.229,29.587,29.919,30.225,30.505,30.759,30.988,31.190,31.367,31.518,31.644,31.743,31.817,31.866,31.888,31.885,31.857,31.802,31.722,31.617,31.485,31.328,31.146,30.937,30.703,30.442,30.156,29.844,29.506,29.142,28.753,28.337,27.896,27.429,26.937,26.419,25.876,25.308,24.716,24.099,23.459,22.795,22.108,21.399,20.668,19.917,19.146,18.355,17.547,16.722,15.881,15.026,14.157,13.277,12.387,11.488,10.583,9.672,8.757,7.841,6.924,6.010,5.099,4.194
-61.709,-61.704,-61.698,-61.693,-61.689,-61.684,-61.680,-61.676,-61.672,-61.668,-61.664,-61.661,-61.658,-61.655,-61.652,-61.649,-61.647,-61.645,-61.643,-61.641,-61.640,-61.638,-61.637,-61.636,-61.635,-61.635,-61.635,-61.635,-61.635,-61.635,-61.636,-61.636,-61.637,-61.639,-61.640,-61.642,-61.643,-61.645,-61.648,-61.650,-61.653,-61.655,-61.658,-61.662,-61.665,-61.669,-61.673,-61.677,-61.681,-61.685,-61.690,-61.695,-61.700,-61.705,-61.710,-61.716,-61.722,-61.727,-61.734,-61.740,-61.746,-61.753,-61.760,-61.767,-61.774,-61.781,-61.789,-61.796,-61.804,-61.812
-10.190,-9.586,-8.888,-8.112,-7.273,-6.391,-5.483,-4.571,-3.676,-2.816,-2.012,-1.283,-0.643,-0.108,0.310,0.603,0.763,0.788,0.677,0.432,0.058,-0.435,-1.038,-1.737,-2.516,-3.357,-4.242,-5.150,-6.062,-6.956,-7.812,-8.613,-9.341,-9.981,-10.520,-10.946,-11.252,-11.432,-11.481,-11.399,-11.189,-10.852,-10.397,-9.833,-9.170,-8.422,-7.606,-6.738,-5.838,-4.925,-4.021,-3.145,-2.317,-1.557,-0.880,-0.303,0.162,0.504,0.717,0.794,0.736,0.543,0.218,-0.230,-0.792,-1.455,-2.204,-3.024,-3.894,-4.795
-81.770,-81.801,-81.833,-81.864,-81.896,-81.928,-81.960,-81.992,-82.023,-82.054,-82.085,-82.116,-82.146,-82.176,-82.206,-82.234,-82.263,-82.290,-82.317,-82.343,-82.369,-82.393,-82.417,-82.440,-82.462,-82.483,-82.504,-82.523,-82.541,-82.558,-82.574,-82.589,-82.603,-82.616,-82.628,-82.639,-82.649,-82.657,-82.664,-82.670,-82.675,-82.679,-82.682,-82.683,-82.684,-82.683,-82.681,-82.677,-82.673,-82.668,-82.661,-82.653,-82.644,-82.634,-82.623,-82.610,-82.597,-82.582,-82.567,-82.550,-82.532,-82.513,-82.494,-82.473,-82.452,-82.429,-82.406,-82.381,-82.356,-82.331
-28.679,-28.727,-28.812,-28.935,-29.094,-29.285,-29.507,-29.756,-30.027,-30.319,-30.625,-30.943,-31.267,-31.593,-31.918,-32.236,-32.545,-32.839,-33.116,-33.372,-33.604,-33.810,-33.988,-34.135,-34.249,-34.331,-34.378,-34.390,-34.368,-34.310,-34.219,-34.095,-33.939,-33.753,-33.539,-33.299,-33.037,-32.754,-32.455,-32.144,-31.823,-31.497,-31.171,-30.849,-30.534,-30.231,-29.945,-29.680,-29.439,-29.226,-29.044,-28.896,-28.783,-28.709,-28.673,-28.676,-28.719,-28.801,-28.920,-29.074,-29.262,-29.481,-29.726,-29.996,-30.285,-30.590,-30.906,-31.230,-31.557,-31.882
-57.038,-55.912,-54.869,-53.944,-53.171,-52.578,-52.191,-52.024,-52.086,-52.373,-52.874,-53.567,-54.426,-55.418,-56.510,-57.669,-58.861,-60.060,-61.241,-62.385,-63.477,-64.507,-65.466,-66.351,-67.158,-67.888,-68.541,-69.119,-69.623,-70.055,-70.418,-70.713,-70.942,-71.106,-71.207,-71.245,-71.220,-71.132,-70.982,-70.766,-70.485,-70.137,-69.720,-69.231,-68.669,-68.032,-67.318,-66.527,-65.658,-64.714,-63.699,-62.619,-61.485,-60.310,-59.113,-57.917,-56.749,-55.641,-54.624,-53.735,-53.004,-52.461,-52.128,-52.018,-52.137,-52.479,-53.031,-53.768,-54.664,-55.685
-40.055,-40.101,-40.092,-40.030,-39.915,-39.746,-39.524,-39.248,-38.920,-38.539,-38.105,-37.620,-37.085,-36.499,-35.864,-35.183,-34.456,-33.685,-32.873,-32.024,-31.139,-30.223,-29.280,-28.315,-27.332,-26.338,-25.337,-24.337,-23.344,-22.364,-21.404,-20.471,-19.571,-18.713,-17.901,-17.142,-16.442,-15.806,-15.240,-14.746,-14.330,-13.994,-13.740,-13.572,-13.489,-13.493,-13.583,-13.759,-14.020,-14.363,-14.787,-15.287,-15.860,-16.502,-17.207,-17.971,-18.787,-19.649,-20.552,-21.487,-22.449,-23.431,-24.425,-25.426,-26.426,-27.420,-28.401,-29.364,-30.305,-31.218
37.526,36.498,35.593,34.843,34.275,33.913,33.769,33.850,34.152,34.664,35.365,36.230,37.227,38.322,39.480,40.665,41.845,42.990,44.076,45.081,45.987,46.782,47.455,47.998,48.407,48.678,48.809,48.798,48.646,48.354,47.925,47.361,46.670,45.857,44.935,43.917,42.820,41.668,40.485,39.302,38.152,37.070,36.090,35.248,34.574,34.093,33.823,33.777,33.954,34.348,34.945,35.720,36.646,37.690,38.816,39.990,41.176,42.345,43.467,44.521,45.485,46.345,47.088,47.706,48.192,48.541,48.752,48.821,48.750,48.537
