Amplitude,PhaseShift,Omega,Beta
180.1474,-24.2925,1.2416,81.6660
-24.1073,66.8143,1.3495,41.3420
8.4234,29.4202,1.7583,24.2746
192.8193,80.6745,0.1250,13.3611
-175.7019,49.1596,1.1977,80.3902
71.8096,10.0629,0.1867,3.9503
115.5240,-45.2570,0.4214,10.6660
35.8270,-26.0027,0.1847,-62.3789
-7.3729,34.1057,1.6512,-5.4056
145.8666,67.5191,0.4942,-82.0340
6.0820,1.3493,1.2700,-31.6178
74.3698,-49.8971,1.2555,-64.6728
-41.6365,-7.6936,0.8118,-28.4112
-15.4307,-58.8926,1.7253,42.1727
-102.0640,-14.0576,0.0489,-3.8810
-14.4598,73.8071,1.6272,37.2599
-39.8598,0.2655,0.0980,8.9274
-68.4945,81.3111,0.4839,16.3454
93.0245,-16.6309,0.2695,-52.6131
-108.3850,-5.2546,0.7038,-87.2029
-20.2604,77.9327,0.3720,-52.8260
-13.2329,89.3305,0.8007,-89.0765
-13.1081,-71.2888,1.4453,26.6285
-121.9091,77.7829,0.1243,81.4665
-161.4898,-66.9082,0.1273,-33.1803
-36.8411,24.0064,0.2222,5.3318
-163.5303,41.3857,0.1804,37.4337
-69.8758,-58.1998,1.5177,64.7243
8.0453,-62.5759,0.7942,32.6688
-52.6751,-74.9269,0.4454,-71.6832
7.0831,-71.5751,1.9051,-23.7333
-14.1544,38.5379,1.6707,-37.9990
5.8290,-33.4830,1.9700,-16.9949
-3.1511,-40.2549,0.6783,88.9714
-4.9714,-5.7625,1.9980,-1.4982
77.7823,60.7009,1.5735,89.4962
-100.8517,35.6770,1.1959,85.5448
-10.2758,-57.3657,1.3926,3.3900
102.2096,14.1754,0.0420,79.2954
-32.8613,-39.8281,0.7974,-11.4576
-109.5628,58.4516,0.2069,25.7992
-11.3633,32.3262,1.6624,-31.6800
111.7708,37.7322,1.6734,-83.2778
-14.5256,-35.7084,1.5749,-35.6587
-38.4258,-25.2106,1.8591,61.0323
-20.5921,82.9074,0.9847,4.1036
-192.3286,-65.5284,0.9829,-81.3742
11.1755,-80.8313,1.6583,-30.9401
-45.6963,73.0037,0.7081,-19.1897
123.9542,74.4511,0.5192,-37.3502
107.9975,8.6425,0.6757,-80.1225
69.8290,-57.5090,0.2021,-15.2424
-44.6274,58.2786,1.1719,60.6470
7.6771,56.7819,1.7106,-16.6585
166.6810,-71.7290,1.0821,82.4855
-1.5555,-77.3389,0.0535,43.1254
-139.0900,69.7671,0.2911,57.1865
24.2848,41.2772,0.2540,30.9159
70.9876,-40.5478,0.1834,71.8146
-180.6232,79.5283,0.0041,62.3942
-179.4435,25.5684,0.1572,52.6836
-164.2701,-51.3017,0.4266,45.0486
-50.7788,-70.6618,0.6687,-18.7981
-129.5614,-58.4962,0.8294,-65.1293
47.1520,-49.5412,0.8268,-34.6090
-34.3077,33.4079,0.7602,0.4709
112.8889,-57.2479,0.0212,-84.5553
-9.2114,77.6728,1.5365,13.8010
-8.2775,16.7146,1.9486,31.5057
192.0547,25.0401,0.6265,-84.9620
-14.3992,14.2492,1.8641,-42.6200
-39.5688,81.5290,0.0459,-22.4964
-46.5101,-57.8673,0.1295,12.8672
-98.5802,45.2165,1.0665,-68.9450
-149.6172,-11.7463,0.1218,87.3749
48.5319,-37.9803,1.3186,55.4218
-138.9794,-80.3341,0.4649,-70.7383
155.8906,-46.6486,0.3936,-77.4412
-68.9450,-67.1597,0.6197,-28.0801
6.6547,-85.3061,0.4375,22.1648
39.0302,8.5890,0.8678,30.7570
-54.9307,27.8063,0.6630,-22.7355
-176.7188,57.1350,0.5067,73.5607
159.4323,-76.9280,0.1350,84.0920
-177.2808,68.3587,0.8340,-79.5415
-74.3390,36.6262,1.5460,66.2240
-21.0377,-11.0129,1.0100,-66.1696
72.0561,32.6224,0.7621,43.4516
87.8005,-33.1340,0.4814,81.9959
182.3308,-18.3505,0.6444,79.5927
93.7663,-75.7669,1.1426,62.8160
-52.9534,86.6056,0.9904,-75.7377
27.7033,15.0489,1.7710,77.7902
81.6133,-74.2212,0.0769,84.2302
-5.4394,64.2932,1.9139,3.2342
-199.1028,-82.8952,0.9598,89.8697
118.9232,-38.8803,1.4650,81.0550
-53.7504,74.1039,0.7667,-34.2455
-62.4609,42.9958,1.0083,51.6134
-13.9059,72.1789,1.3831,-25.7108
73.5733,5.9057,1.6068,-66.8307
128.3302,-7.9361,0.1334,-39.5369
-152.0356,64.8460,0.3912,73.3122
49.2184,-56.3577,0.3145,68.4615
-7.0627,-65.6081,1.9589,-47.3548
-0.0694,63.5830,1.1205,42.8077
-14.6262,-72.4823,1.7857,41.1434
-19.4458,51.4294,0.4309,2.7930
18.3205,82.7275,1.4757,-38.9900
-12.3727,-77.8399,0.0333,47.9376
-67.6898,70.1065,1.5963,-86.4950
-118.8434,-6.4965,0.4100,5.1653
31.7293,26.7895,0.1113,51.3704
93.6661,-88.9200,0.6122,83.3038
-41.5799,-19.1753,1.7755,-61.1132
-84.5262,7.7851,0.0695,-16.2462
104.8167,-73.3186,0.4852,24.7307
41.9844,-37.1888,1.8339,-62.1370
171.8987,42.7703,0.5800,82.9368
102.6875,58.9433,0.9778,-60.4231
58.5775,28.9292,0.5418,-76.5781
122.8501,-26.3665,1.8378,-75.4591
23.5285,-52.2893,1.4797,-54.0766
-70.3571,-71.3940,1.6324,-66.4851
82.1265,87.6006,1.2988,63.7544
81.9921,5.3358,0.6859,41.8426
-95.4101,-35.5949,0.3391,70.6719
-8.4898,39.8674,1.5420,6.3785
-13.0978,65.6254,1.3498,20.2106
21.7176,-42.6307,1.1751,30.2442
-10.3692,-74.4165,1.6485,-27.4812
115.1982,36.9715,0.9204,-60.8864
-160.2002,-56.8030,0.7723,-88.7759
-21.7659,45.8782,1.8040,-50.1103
-147.5949,87.8362,0.1160,-31.9972
162.4556,52.1288,1.6450,-89.5186
-125.3231,-70.3169,0.1787,-40.7306
-14.6599,89.8719,1.8701,46.1864
-43.5116,-88.4567,1.6244,-59.7076
3.0138,-39.9083,0.2346,-77.6372
-84.1323,-73.5102,1.0890,-87.8054
-47.9340,70.8661,1.0556,50.6472
105.2133,-12.6615,0.8728,76.7117
39.1641,14.6020,1.1046,44.4285
-21.4947,-50.2916,1.1463,-28.5419
-30.9993,9.7410,1.4836,51.1193
-21.0172,60.8921,1.1905,-29.9441
-40.4183,-9.7781,1.3225,52.3024
34.6627,15.3640,0.1200,46.4000
-55.5174,50.0918,1.2423,77.6239
38.8251,-78.0486,1.0027,69.2148
13.3474,19.4898,1.8081,40.8080
10.8867,-72.2358,1.3896,-11.3553
-92.1494,75.5387,1.4864,68.1826
24.7381,-7.3512,1.3444,70.1178
-5.9955,-22.2291,0.8210,-16.8233
-47.9271,-85.0636,1.5835,60.1117
-17.5277,59.4887,1.4956,-37.5500
70.2657,18.1752,0.0311,72.0179
-69.5825,-55.0667,0.3489,34.2053
32.1900,-18.5138,0.9379,-29.0278
12.9135,71.4300,1.2596,8.7126
-128.6761,-87.9839,0.6270,-73.4915
91.8531,59.2006,0.3972,-13.1772
-7.0143,-1.4726,1.8754,20.9764
88.8101,11.6183,1.7223,-76.7403
-56.6588,56.7439,0.7552,37.4663
147.0059,46.7801,0.7492,-61.3783
25.0815,26.9956,1.3797,43.0256
186.2831,35.1954,1.6219,83.6246
-82.3782,81.6479,0.2890,-57.2546
29.3609,61.4607,1.5589,-79.8318
-26.7674,-15.4300,0.3439,-5.8458
-4.7350,-77.9638,1.9885,27.1178
-34.5420,-72.2628,0.4672,-62.6459
44.4114,-12.3649,0.2132,-9.1434
48.2272,58.7979,0.0835,-67.1784
-87.7092,-40.8088,0.5604,47.2169
5.3876,78.9656,1.9346,-6.1365
5.7792,-24.5612,1.8677,6.1040
-33.4407,-27.3072,0.1963,31.1499
105.0693,5.4960,0.5662,-53.2804
-158.3244,76.6815,0.4496,49.5053
-7.6123,30.6243,1.6179,-3.3607
-45.9832,-61.6350,0.6927,-82.7559
-6.2416,-77.6300,1.9921,21.8310
-176.1383,30.4341,0.6133,65.9614
10.8697,38.1130,1.6921,31.3490
129.8429,41.5155,0.4443,-28.8764
17.2438,57.8907,1.3696,-32.8784
128.6951,-51.4325,1.5802,-73.7763
65.1856,19.6970,0.0320,-52.3342
-86.6775,31.0779,0.0626,-51.7178
-56.4689,34.0179,1.0275,-50.3099
9.1294,-47.6910,1.7741,27.2986
-86.8450,-17.6167,0.2430,-26.5924
-27.5836,6.7342,0.7388,27.9178
-122.7849,20.5090,1.4501,-71.3152
-15.5356,-52.9935,1.2211,-19.1378
8.1969,-24.9607,1.5996,11.2456
-42.5824,61.3108,1.4230,55.6320
40.4622,56.4725,0.8406,30.0102
-179.9695,87.3212,0.1412,44.1638
-48.7106,83.9781,0.6554,11.9699
35.2278,-83.8814,1.4539,87.5491
6.6671,-70.0267,1.7563,9.0237
116.5911,-62.6361,1.8100,74.1595
-7.7514,-13.0733,1.7890,-22.1984
-171.1721,77.4899,1.9932,78.7145
15.6411,12.5655,1.6944,41.0152
60.5081,-77.4428,0.7790,82.2045
17.7530,12.7388,0.7242,70.5347
-43.8212,-54.5445,0.8472,-33.5377
6.3097,44.8042,1.8209,-10.4350
-12.4817,-22.5071,1.8792,-39.9285
30.7450,83.0473,0.9286,-74.1194
-50.0366,49.0148,1.7552,-63.0253
-63.2840,-34.7337,1.9647,85.8066
38.6390,2.2755,0.7356,11.5372
-7.2199,-72.8446,1.6825,8.2802
-12.8940,18.0345,1.9803,44.0572
20.1280,66.4088,0.8160,58.2748
-18.9519,-46.2785,0.2393,29.6014
-61.2763,23.2531,0.6071,18.8085
92.3693,75.9387,0.6222,-40.1563
-31.5699,-31.4337,1.6154,53.4059
5.8403,-36.5287,1.9073,-12.3740
9.9463,48.5732,1.4192,4.7936
71.8869,-29.4083,1.9510,-69.8895
9.1690,89.1580,1.6874,-24.3857
-11.3992,54.3301,0.0446,-11.9331
-120.3608,-21.1790,0.4723,-42.7441
26.6486,40.1266,1.6964,52.4892
-5.4697,-69.3707,1.0223,61.9337
26.0901,11.1851,0.8238,10.4515
-24.2398,78.2428,0.9720,18.1731
53.6807,-64.5548,0.3177,-78.3236
62.7204,40.6509,0.5838,14.4231
44.0150,-82.0368,0.8338,32.4871
-20.1532,-8.2253,1.2903,34.0556
-12.8048,12.1322,1.5245,29.7453
-17.7212,22.0254,1.8420,47.5647
-107.8112,23.8114,0.4406,13.2655
29.0227,16.4718,1.0385,32.2826
-80.8055,-51.7358,0.2452,-4.3843
-190.8288,2.5070,0.0667,-88.7336
-45.0170,57.5919,1.1005,47.4266
-67.2499,-83.0489,0.4026,-77.8336
-28.5685,33.0547,0.8980,19.0837
62.5839,85.5294,1.0819,58.6897
98.1868,-89.2448,1.4681,70.2292
18.6691,35.9061,1.0487,-9.0409
13.1689,-54.9119,1.3052,16.4678
26.8941,-29.1502,0.1891,-82.8761
-19.2624,-70.3100,1.5921,-43.2782
-145.8528,-49.6429,0.4547,-56.5345
-155.4331,-12.1494,0.1492,-44.4997
-104.9300,2.8545,0.0870,80.6171
-14.2910,-31.5704,1.2475,15.7347
7.1790,-57.0540,1.8010,-18.3319
27.0757,15.6694,1.8457,55.2011
-15.0682,-37.8166,1.8317,-44.2176
-62.6441,30.3871,0.5766,-11.7005
8.2168,-19.4340,1.7634,-23.6152
14.0515,54.9442,1.2147,-79.2552
-57.5174,64.0632,1.4179,82.7872
67.5523,-55.4374,1.0658,-55.1501
138.5950,81.8479,0.6317,82.4060
-5.9516,-53.3229,1.8507,7.8815
147.6960,-23.6107,1.0426,-67.8855
114.8074,-61.0763,0.1617,-63.6970
29.8143,42.0449,1.4643,55.0532
14.4651,-89.8469,0.2524,85.3772
-10.0270,-35.4086,1.5543,-20.9566
10.4393,37.4398,1.5022,-18.8928
67.0161,49.9080,0.6107,25.1090
7.7316,-14.2182,1.7530,19.9800
-12.2472,-48.9597,1.9776,42.4660
9.7800,46.6368,1.2377,8.1647
-16.2530,-88.7364,0.5323,12.6322
178.8546,-85.8076,0.0932,-44.0290
-173.1812,-87.4280,0.9533,-77.3305
6.5825,36.7539,1.8568,17.2600
12.2035,45.5935,1.7373,-35.2860
-16.1106,85.3502,1.3039,26.9650
-7.4336,-22.1331,1.6475,-6.1894
3.5549,-24.6115,1.7339,52.8977
91.4608,-82.6543,0.1320,68.6410
20.8301,-46.8451,0.9756,0.3494
1.4347,-35.0622,0.3731,56.9506
122.5925,62.9931,0.8748,71.2080
96.1192,-4.7148,0.7272,49.0731
-9.5969,22.8983,1.7183,-40.9597
47.6863,89.0671,0.7017,-60.4918
10.1983,-80.9739,0.4153,-53.1198
-98.3664,56.4246,0.0157,67.0367
-25.8194,78.1112,1.2098,-37.6226
-34.9623,49.3880,0.8751,26.8598
138.9982,20.2445,0.1033,-10.6309
-16.8246,23.4339,0.2481,13.1738
-14.9507,-28.0075,1.3309,24.8258
15.7436,-82.4856,1.3076,67.1815
-36.2249,-25.4654,0.8642,27.4623
-38.3675,67.7615,1.7306,-59.1490
7.6157,3.3713,1.6139,1.0105
5.5900,-32.2371,0.5288,2.8600
-8.0327,-25.6911,1.5712,-0.5377
-93.0842,52.9113,0.6083,-59.8493
158.5187,37.8573,0.0034,83.9141
9.9727,-41.9149,1.7995,31.7791
66.0345,-35.8913,0.1371,37.7306
82.6335,83.8351,0.4163,44.5863
-29.7576,2.7830,0.7827,63.1767
8.5552,25.8944,1.6539,18.5739
