Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Theta9,Theta10,Theta11,Theta12,Theta13,Theta14,Theta15,Theta16,Theta17,Theta18,Theta19,Theta20,Theta21,Theta22,Theta23,Theta24,Theta25,Theta26,Theta27,Theta28,Theta29,Theta30,Theta31,Theta32,Theta33,Theta34,Theta35,Theta36,Theta37,Theta38,Theta39,Theta40,Theta41,Theta42,Theta43,Theta44,Theta45,Theta46,Theta47,Theta48,Theta49,Theta50,Theta51,Theta52,Theta53,Theta54,Theta55,Theta56,Theta57,Theta58,Theta59,Theta60,Theta61,Theta62,Theta63,Theta64,Theta65,Theta66,Theta67,Theta68,Theta69,Theta70
16.944,17.884,18.844,19.813,20.777,21.724,22.642,23.520,24.349,25.120,25.825,26.457,27.011,27.482,27.866,28.160,28.362,28.470,28.484,28.404,28.229,27.963,27.605,27.160,26.630,26.020,25.336,24.584,23.771,22.907,21.999,21.060,20.100,19.131,18.167,17.220,16.303,15.430,14.613,13.865,13.196,12.616,12.134,11.757,11.491,11.340,11.306,11.389,11.588,11.901,12.322,12.846,13.464,14.168,14.946,15.788,16.681,17.611,18.567,19.535,20.502,21.455,22.382,23.273,24.117,24.905,25.630,26.284,26.861,27.356
37.419,37.338,37.256,37.173,37.090,37.006,36.921,36.835,36.749,36.662,36.574,36.485,36.396,36.307,36.216,36.125,36.033,35.941,35.848,35.754,35.660,35.565,35.470,35.373,35.277,35.180,35.082,34.984,34.885,34.786,34.686,34.586,34.485,34.384,34.282,34.180,34.078,33.975,33.872,33.768,33.664,33.560,33.455,33.350,33.244,33.139,33.033,32.926,32.820,32.713,32.606,32.499,32.391,32.283,32.176,32.068,31.960,31.851,31.743,31.634,31.526,31.417,31.309,31.200,31.091,30.983,30.874,30.765,30.657,30.548
19.605,20.579,21.558,22.530,23.480,24.399,25.274,26.098,26.860,27.553,28.171,28.710,29.163,29.527,29.801,29.982,30.068,30.059,29.956,29.758,29.467,29.086,28.617,28.064,27.431,26.724,25.951,25.117,24.233,23.307,22.352,21.379,20.399,19.427,18.477,17.560,16.692,15.885,15.151,14.502,13.946,13.494,13.152,12.925,12.816,12.828,12.960,13.211,13.575,14.049,14.623,15.291,16.040,16.860,17.739,18.663,19.619,20.594,21.573,22.544,23.494,24.412,25.287,26.109,26.870,27.563,28.180,28.717,29.169,29.532
20.591,21.396,22.251,23.150,24.087,25.055,26.049,27.062,28.087,29.120,30.153,31.182,32.201,33.205,34.190,35.152,36.087,36.993,37.865,38.703,39.503,40.264,40.985,41.665,42.302,42.896,43.447,43.954,44.418,44.837,45.212,45.543,45.830,46.073,46.272,46.427,46.539,46.608,46.632,46.614,46.551,46.445,46.296,46.103,45.866,45.585,45.260,44.891,44.478,44.020,43.519,42.974,42.386,41.754,41.081,40.365,39.609,38.814,37.982,37.114,36.213,35.282,34.323,33.341,32.339,31.322,30.294,29.261,28.228,27.202
35.417,35.451,35.490,35.534,35.584,35.639,35.699,35.764,35.834,35.909,35.989,36.073,36.162,36.255,36.352,36.453,36.558,36.667,36.779,36.894,37.012,37.134,37.258,37.385,37.514,37.645,37.778,37.913,38.049,38.187,38.326,38.466,38.607,38.748,38.890,39.032,39.174,39.315,39.456,39.597,39.737,39.876,40.014,40.150,40.285,40.419,40.550,40.680,40.808,40.933,41.056,41.177,41.295,41.410,41.522,41.631,41.738,41.840,41.940,42.036,42.129,42.218,42.303,42.384,42.462,42.535,42.605,42.670,42.732,42.789
-2.272,-2.883,-3.447,-3.962,-4.426,-4.837,-5.193,-5.494,-5.739,-5.925,-6.054,-6.124,-6.135,-6.087,-5.980,-5.815,-5.592,-5.312,-4.976,-4.585,-4.141,-3.645,-3.099,-2.506,-1.867,-1.186,-0.465,0.293,1.083,1.904,2.750,3.619,4.505,5.405,6.315,7.230,8.147,9.060,9.966,10.861,11.741,12.602,13.440,14.253,15.037,15.789,16.506,17.187,17.829,18.429,18.987,19.501,19.968,20.389,20.762,21.086,21.361,21.586,21.760,21.883,21.955,21.976,21.946,21.864,21.732,21.548,21.314,21.030,20.697,20.315
-30.091,-29.049,-28.041,-27.097,-26.242,-25.504,-24.904,-24.462,-24.191,-24.101,-24.194,-24.468,-24.913,-25.515,-26.256,-27.112,-28.058,-29.066,-30.109,-31.158,-32.188,-33.174,-34.096,-34.935,-35.675,-36.305,-36.813,-37.193,-37.439,-37.547,-37.518,-37.350,-37.047,-36.611,-36.050,-35.372,-34.588,-33.711,-32.759,-31.752,-30.710,-29.661,-28.630,-27.645,-26.734,-25.924,-25.240,-24.703,-24.329,-24.132,-24.117,-24.285,-24.630,-25.142,-25.804,-26.595,-27.491,-28.466,-29.491,-30.540,-31.584,-32.599,-33.561,-34.451,-35.252,-35.948,-36.528,-36.985,-37.310,-37.500
-56.142,-55.905,-55.555,-55.093,-54.520,-53.837,-53.046,-52.152,-51.160,-50.080,-48.921,-47.701,-46.437,-45.152,-43.874,-42.631,-41.457,-40.384,-39.445,-38.670,-38.084,-37.709,-37.557,-37.634,-37.936,-38.454,-39.169,-40.057,-41.089,-42.234,-43.457,-44.727,-46.013,-47.286,-48.524,-49.704,-50.812,-51.835,-52.762,-53.587,-54.306,-54.916,-55.415,-55.802,-56.076,-56.238,-56.288,-56.225,-56.049,-55.761,-55.361,-54.849,-54.226,-53.494,-52.656,-51.717,-50.684,-49.567,-48.378,-47.135,-45.859,-44.574,-43.307,-42.092,-40.959,-39.942,-39.074,-38.381,-37.888,-37.612
30.513,29.555,28.576,27.581,26.577,25.569,24.565,23.571,22.595,21.644,20.726,19.847,19.015,18.235,17.516,16.862,16.278,15.770,15.342,14.997,14.738,14.568,14.486,14.495,14.594,14.782,15.058,15.419,15.863,16.386,16.984,17.651,18.383,19.173,20.015,20.902,21.828,22.784,23.764,24.760,25.766,26.773,27.776,28.768,29.744,30.697,31.623,32.517,33.376,34.195,34.971,35.703,36.388,37.023,37.608,38.142,38.622,39.049,39.421,39.739,40.002,40.209,40.361,40.458,40.499,40.484,40.414,40.287,40.106,39.869
21.507,22.280,23.140,24.068,25.046,26.054,27.074,28.087,29.076,30.024,30.917,31.743,32.490,33.151,33.716,34.180,34.539,34.789,34.928,34.955,34.869,34.671,34.363,33.948,33.429,32.813,32.106,31.315,30.452,29.529,28.557,27.554,26.535,25.519,24.524,23.570,22.676,21.860,21.140,20.531,20.046,19.697,19.492,19.433,19.524,19.761,20.141,20.653,21.287,22.030,22.864,23.773,24.738,25.739,26.757,27.774,28.772,29.734,30.646,31.494,32.267,32.955,33.551,34.047,34.439,34.724,34.897,34.959,34.908,34.744
