Amplitude,PhaseShift,Omega,Beta
11.1750,57.8691,1.5772,26.7644
-12.0539,41.7982,1.4672,24.4981
22.5332,-54.4717,0.4175,-46.8537
-65.5589,55.6565,1.8119,-67.5390
-16.6284,-73.2507,1.1379,-13.4356
47.0930,48.4164,1.0254,-52.0026
59.8299,89.8087,0.6090,57.5077
-9.5309,40.7771,1.4505,5.0956
-26.1872,22.2083,1.1676,56.9785
196.8891,16.7079,0.5237,58.8335
-15.6332,85.6021,1.9809,-47.8901
106.3213,57.3178,0.6632,-47.6634
13.7272,47.1129,1.2215,8.3613
18.7125,-58.4423,1.0687,12.9546
-44.7123,8.3825,1.2797,53.0411
24.5817,-42.9794,0.5437,0.2154
183.3778,77.8921,0.1510,29.1313
170.6801,86.6883,0.0081,-22.1736
-120.2761,-17.3930,1.4983,-79.1106
-67.6313,-17.8955,1.6399,66.0052
14.6686,2.8115,1.2141,14.1616
53.8685,58.4851,0.8476,41.0809
-161.2464,89.6022,0.0069,39.9646
-6.5750,-53.4579,1.7552,6.9382
15.8781,-38.9583,1.5205,35.5580
32.1464,-1.8830,0.9299,-28.1104
-88.4169,-52.7880,0.3143,-70.9518
-169.5069,34.9840,0.0622,11.7772
178.9500,16.0390,0.1484,-89.4662
106.9798,-39.1096,1.8168,-77.9782
136.8333,-68.4718,1.6131,-74.0680
38.6472,88.5294,1.3284,51.2574
-104.0711,-20.6230,0.2930,-65.6673
-29.5745,-24.7313,1.6887,-54.4297
104.1320,5.1925,0.9343,-65.9706
-155.3479,28.7077,0.4071,-85.3414
-198.8372,9.6018,0.1390,-54.8537
-46.3516,0.4017,0.9860,81.2072
-195.6251,-19.8237,0.2590,-60.0481
-165.3396,-29.0257,0.2640,-51.2062
9.7216,-13.4717,1.4543,-21.3104
41.4822,65.8502,1.4327,55.2988
3.2672,31.1835,0.0274,43.4023
-53.3740,7.1074,1.7312,-63.8320
-30.2104,58.2000,1.3717,47.0749
-9.3194,85.0174,1.0415,-43.6615
30.1955,-55.9570,1.5947,52.4039
-19.3277,74.3334,1.0317,-9.0993
28.3858,-82.9295,0.6671,-40.9388
9.5644,33.5503,1.4579,-7.5409
-53.5391,-29.6708,0.0579,54.7314
-133.9964,16.4614,1.4712,83.2787
127.3448,-72.6647,1.5825,89.2773
132.3064,69.9194,0.0840,-88.1530
75.7795,-60.4345,0.7628,-78.3133
-6.1967,18.8103,1.9136,17.2781
190.5301,-55.6892,0.1924,49.1087
-181.6575,-74.9712,1.9379,83.7145
-12.9065,-39.9116,1.8791,41.8011
-191.4045,57.2452,0.2219,-66.1332
21.5957,68.3110,1.8846,51.7244
5.3401,18.2174,1.9289,-2.1830
26.6449,30.2406,1.5369,-64.6611
193.6978,78.8610,0.7231,-82.2266
89.5220,-63.8560,0.5079,-22.0562
13.2293,-32.7857,1.2266,-3.0247
188.0091,60.4963,0.5341,67.0849
7.5760,-24.4958,0.1114,30.8105
14.8265,-54.0205,1.0067,-7.8598
16.1511,72.8969,1.5620,37.8967
78.3444,-84.3419,0.4961,-46.4385
-142.0837,-47.6723,0.0893,-3.8226
20.3295,80.4370,1.1091,22.7049
89.8320,62.5997,0.4759,8.9292
-26.1193,-63.1586,1.1230,33.5864
-18.6389,-77.0045,0.9809,7.1074
11.8352,-75.7903,1.5242,-56.9830
13.0489,-67.9073,1.7414,-44.0314
-20.0237,89.1934,0.6530,74.1270
-91.7055,-89.2309,0.5951,-39.3456
-75.0490,55.2979,0.5218,9.3840
36.3890,4.7386,0.6499,13.1749
2.1031,7.6812,1.8521,56.0102
6.6332,-76.0977,0.2926,59.5151
-119.4429,-11.0273,0.0765,67.7605
-107.8789,87.5926,0.5782,40.7573
81.4197,14.3668,0.7739,47.4429
8.8184,-41.6631,1.5138,6.5787
-32.6865,36.6456,0.6020,81.2314
-2.9394,-83.5860,1.4282,-55.2110
-10.2271,-79.2065,1.3938,2.1513
0.5534,44.1774,1.5580,-88.8490
34.0000,45.5418,1.6812,56.6831
-22.0721,-16.4627,1.0646,23.2076
-7.4427,38.6177,0.7283,-69.6637
152.0602,-62.9205,0.3397,10.5631
45.1591,-75.3086,0.7351,-82.9901
29.9960,-40.3829,0.8812,-19.7378
-8.1612,-57.0204,1.6618,59.8675
-120.4005,-48.3903,0.1429,-50.5314
-31.3511,40.0785,1.5063,66.5991
65.5003,8.5863,0.8559,-52.3244
-4.1279,-18.0902,0.1960,-18.1531
-9.8600,-23.4194,1.4241,35.0376
191.8530,-55.3910,0.3234,27.3802
-13.1406,-47.9395,1.9440,43.6121
-61.3148,42.2379,0.5047,-32.7566
-14.4452,-21.6159,0.9705,29.7900
6.1103,-23.0025,1.9513,-17.8046
-40.7216,47.6421,0.3791,86.0046
192.9374,-72.9123,0.2701,-66.6472
-43.8183,-38.4518,0.3782,5.7727
-9.7286,-30.9877,1.7284,28.5060
146.5887,75.2976,1.7693,76.0938
14.9355,81.7580,1.3056,-23.7970
-91.1553,-78.3055,0.3296,-5.8556
157.8034,78.4751,1.0219,68.4559
57.2808,-22.7154,1.8682,-74.4380
-56.3371,-89.4334,0.6115,-87.4671
-67.6221,48.7787,1.9694,-74.8851
26.0078,72.4964,1.3374,43.0490
-96.7179,20.2979,0.8326,87.2722
69.8242,54.7665,1.6149,83.4872
10.2356,81.0837,1.3985,-4.7097
-24.2078,-23.6060,0.1621,-83.5481
-111.0336,77.4323,1.6053,71.9183
7.7299,-83.7435,1.7585,-20.3002
10.6830,72.3711,1.4217,-13.8019
25.2532,76.8225,1.0729,-29.6986
-135.2423,46.4115,0.0979,-73.2601
6.3808,17.8435,1.7916,8.5387
159.4792,15.2093,1.7714,76.9459
-69.7057,-37.8175,0.8991,49.6511
-97.0684,-1.1385,0.4692,15.2995
-21.0218,35.9120,1.8457,-60.1572
-40.4133,43.3289,0.5391,74.5515
16.9064,10.3438,0.0666,85.1895
-32.9031,70.0407,0.2805,64.6340
-148.9157,23.7320,0.5123,-45.1117
-192.9675,-60.5507,0.2227,18.2666
-57.6792,-38.0620,0.6001,-11.3214
-9.6589,41.4150,1.7160,28.1198
-46.9356,78.1261,0.9578,42.7697
79.0863,73.1748,0.9281,69.1300
-1.0542,6.3352,1.2018,61.2245
7.7326,-85.3993,1.6013,0.4676
110.7452,39.5788,0.0919,32.9162
-59.5156,-66.0972,0.8479,73.2065
-70.1969,25.2418,0.3036,31.4213
48.9594,-29.3135,0.2823,81.7418
-17.5933,81.2990,1.2734,-28.2981
-159.9389,42.0228,0.5581,71.7132
-51.1580,-15.6738,0.6226,-0.5278
2.8396,39.9975,0.2547,-73.6309
4.7736,12.5846,1.0979,40.2070
66.9201,-53.1502,0.8965,48.7704
46.5719,7.8288,0.5388,86.1641
-91.6407,-14.2191,0.6185,-39.4830
27.3127,0.1636,1.8408,55.0883
-69.2604,-51.4405,0.7594,-81.1440
-15.8930,-89.6939,1.8367,-45.4573
-158.8869,50.7604,1.8002,78.7737
8.2718,74.6128,1.7146,20.7118
-65.1556,-42.6990,0.3575,-70.4007
-5.4464,43.1515,1.9768,12.5603
32.6553,-26.3997,0.9094,-27.2977
26.3100,-56.3355,0.5587,84.2770
5.6962,24.4988,1.9950,17.1914
-106.7226,1.1485,0.4264,-18.5510
36.2424,-49.1327,0.8532,26.2473
37.8632,-22.0678,0.2066,69.8941
23.7018,-39.4527,0.9739,-17.0386
-55.4597,-34.7805,0.9460,-46.2010
-116.6489,46.8700,0.2139,-58.2389
-173.5835,49.8400,0.0425,-67.3068
-4.9487,31.4743,1.9484,35.4374
74.5300,4.0644,0.1763,-38.4261
-174.7159,21.0368,0.4138,-85.6108
15.1587,-35.2721,1.6971,-45.7709
-198.2056,-50.0534,0.1029,28.3386
48.3272,-32.3723,1.5294,59.2124
-18.3404,40.8776,1.7062,45.6031
9.9131,-25.0179,1.5104,16.4680
-39.6444,56.5536,0.2983,-35.2917
-85.2166,49.2147,1.3454,84.8491
-129.0045,75.8716,0.7695,-59.3354
64.2780,2.2734,0.5779,14.8999
9.1797,-5.3820,1.3793,-36.0506
-15.7830,44.9857,1.1856,-15.6520
104.7841,-70.2623,0.7014,-49.7789
-25.7195,-86.6547,0.9884,-23.5413
-11.5402,-83.1468,1.6776,32.5241
35.2203,29.2818,0.9534,-33.3102
-34.3279,-18.4447,0.2015,72.3463
-13.5517,-51.3235,1.8757,-42.8560
-100.3436,-3.6903,1.6870,-71.4619
63.6827,54.1739,1.5931,70.8033
-108.7946,-68.9198,0.3352,-49.0449
-35.1744,-26.9924,1.3855,-89.6771
-124.4076,-62.2761,0.4443,27.7602
-19.3037,71.8115,1.7190,46.0077
-59.1227,75.2205,1.2757,74.9450
-34.4787,51.1320,1.9361,60.5930
72.0112,-9.7942,1.6420,88.9246
-184.6571,8.9044,1.6476,-84.3625
27.0183,-4.9508,1.4935,47.8022
32.7362,71.2728,0.1587,41.9423
53.2818,-36.3248,0.9202,44.0928
86.9100,76.1856,0.8102,50.8977
-176.0078,-43.9873,0.0152,73.5797
-0.5684,-11.6180,0.1071,-36.5806
-107.6251,-82.4824,0.3853,-16.2396
49.5483,15.6224,0.6416,-8.7080
10.7671,59.1400,1.7961,-33.7311
13.1572,-62.0418,1.2610,10.9263
